county,town,precinct,office,district,party,candidate,votes
Windsor,Chester,NA,Attorney General,NA,Democratic,William H. Sorrell,688
Rutland,Chittenden,NA,Attorney General,NA,Democratic,William H. Sorrell,274
Rutland,Clarendon,NA,Attorney General,NA,Democratic,William H. Sorrell,412
Chittenden,Colchester,Chittenden 7-1,Attorney General,NA,Democratic,William H. Sorrell,"1,715"
Chittenden,Colchester,Chittenden 7-2,Attorney General,NA,Democratic,William H. Sorrell,"2,024"
Essex,Concord,NA,Attorney General,NA,Democratic,William H. Sorrell,192
Orange,Corinth,NA,Attorney General,NA,Democratic,William H. Sorrell,263
Addison,Cornwall,NA,Attorney General,NA,Democratic,William H. Sorrell,413
Orleans,Coventry,NA,Attorney General,NA,Democratic,William H. Sorrell,217
Orleans,Craftsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,348
Rutland,Danby,NA,Attorney General,NA,Democratic,William H. Sorrell,253
Caledonia,Danville,NA,Attorney General,NA,Democratic,William H. Sorrell,554
Orleans,Derby,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,021"
Bennington,Dorset,NA,Attorney General,NA,Democratic,William H. Sorrell,480
Windham,Dover,NA,Attorney General,NA,Democratic,William H. Sorrell,215
Windham,Dummerston,NA,Attorney General,NA,Democratic,William H. Sorrell,629
Washington,Duxbury,NA,Attorney General,NA,Democratic,William H. Sorrell,402
Essex,E. Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,58
Washington,E. Montpelier,NA,Attorney General,NA,Democratic,William H. Sorrell,887
Lamoille,Eden,NA,Attorney General,NA,Democratic,William H. Sorrell,200
Lamoille,Elmore,NA,Attorney General,NA,Democratic,William H. Sorrell,301
Franklin,Enosburgh,NA,Attorney General,NA,Democratic,William H. Sorrell,620
Chittenden,Essex,Chittenden 6-1,Attorney General,NA,Democratic,William H. Sorrell,"2,049"
Chittenden,Essex,Chittenden 6-2,Attorney General,NA,Democratic,William H. Sorrell,"2,407"
Chittenden,Essex,Chittenden 6-3,Attorney General,NA,Democratic,William H. Sorrell,704
Rutland,Fair Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,421
Franklin,Fairfax,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,010"
Franklin,Fairfield,NA,Attorney General,NA,Democratic,William H. Sorrell,520
Orange,Fairlee,NA,Attorney General,NA,Democratic,William H. Sorrell,232
Washington,Fayston,NA,Attorney General,NA,Democratic,William H. Sorrell,378
Addison,Ferrisburgh,NA,Attorney General,NA,Democratic,William H. Sorrell,754
Franklin,Fletcher,NA,Attorney General,NA,Democratic,William H. Sorrell,292
Franklin,Franklin,NA,Attorney General,NA,Democratic,William H. Sorrell,269
Franklin,Georgia,NA,Attorney General,NA,Democratic,William H. Sorrell,981
Orleans,Glover,NA,Attorney General,NA,Democratic,William H. Sorrell,282
Addison,Goshen,NA,Attorney General,NA,Democratic,William H. Sorrell,59
Windham,Grafton,NA,Attorney General,NA,Democratic,William H. Sorrell,158
Essex,Granby,NA,Attorney General,NA,Democratic,William H. Sorrell,17
Grand Isle,Grand Isle,NA,Attorney General,NA,Democratic,William H. Sorrell,651
Addison,Granville,NA,Attorney General,NA,Democratic,William H. Sorrell,85
Orleans,Greensboro,NA,Attorney General,NA,Democratic,William H. Sorrell,224
Caledonia,Groton,NA,Attorney General,NA,Democratic,William H. Sorrell,168
Essex,Guildhall,NA,Attorney General,NA,Democratic,William H. Sorrell,56
Windham,Guilford,NA,Attorney General,NA,Democratic,William H. Sorrell,538
Windham,Halifax,NA,Attorney General,NA,Democratic,William H. Sorrell,153
Addison,Hancock,NA,Attorney General,NA,Democratic,William H. Sorrell,90
Caledonia,Hardwick,NA,Attorney General,NA,Democratic,William H. Sorrell,711
Windsor,Hartford,Windsor 6-1,Attorney General,NA,Democratic,William H. Sorrell,412
Windsor,Hartford,Windsor 6-2,Attorney General,NA,Democratic,William H. Sorrell,"1,457"
Windsor,Hartland,NA,Attorney General,NA,Democratic,William H. Sorrell,811
Franklin,Highgate,NA,Attorney General,NA,Democratic,William H. Sorrell,584
Chittenden,Hinesburg,Chittenden 1-1,Attorney General,NA,Democratic,William H. Sorrell,"1,231"
Chittenden,Hinesburg,Chittenden 1-2,Attorney General,NA,Democratic,William H. Sorrell,66
Orleans,Holland,NA,Attorney General,NA,Democratic,William H. Sorrell,118
Rutland,Hubbardton,NA,Attorney General,NA,Democratic,William H. Sorrell,131
Chittenden,Huntington,NA,Attorney General,NA,Democratic,William H. Sorrell,658
Lamoille,Hyde Park,NA,Attorney General,NA,Democratic,William H. Sorrell,754
Rutland,Ira,Rutland 1-1,Attorney General,NA,Democratic,William H. Sorrell,13
Rutland,Ira,Rutland 1-2,Attorney General,NA,Democratic,William H. Sorrell,85
Orleans,Irasburg,NA,Attorney General,NA,Democratic,William H. Sorrell,229
Grand Isle,Isle La Motte,NA,Attorney General,NA,Democratic,William H. Sorrell,153
Windham,Jamaica,NA,Attorney General,NA,Democratic,William H. Sorrell,190
Orleans,Jay,NA,Attorney General,NA,Democratic,William H. Sorrell,89
Chittenden,Jericho,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,608"
Lamoille,Johnson,NA,Attorney General,NA,Democratic,William H. Sorrell,581
Rutland,Killington,NA,Attorney General,NA,Democratic,William H. Sorrell,198
Caledonia,Kirby,NA,Attorney General,NA,Democratic,William H. Sorrell,114
Bennington,Landgrove,NA,Attorney General,NA,Democratic,William H. Sorrell,47
Addison,Leicester,NA,Attorney General,NA,Democratic,William H. Sorrell,210
Essex,Lemington,NA,Attorney General,NA,Democratic,William H. Sorrell,15
Addison,Lincoln,NA,Attorney General,NA,Democratic,William H. Sorrell,463
Windham,Londonderry,NA,Attorney General,NA,Democratic,William H. Sorrell,320
Orleans,Lowell,NA,Attorney General,NA,Democratic,William H. Sorrell,153
Windsor,Ludlow,NA,Attorney General,NA,Democratic,William H. Sorrell,448
Essex,Lunenburg,NA,Attorney General,NA,Democratic,William H. Sorrell,215
Caledonia,Lyndon,NA,Attorney General,NA,Democratic,William H. Sorrell,767
Essex,Maidstone,NA,Attorney General,NA,Democratic,William H. Sorrell,38
Bennington,Manchester,NA,Attorney General,NA,Democratic,William H. Sorrell,797
Windham,Marlboro,NA,Attorney General,NA,Democratic,William H. Sorrell,317
Washington,Marshfield,NA,Attorney General,NA,Democratic,William H. Sorrell,430
Rutland,Mendon,NA,Attorney General,NA,Democratic,William H. Sorrell,230
Addison,Middlebury,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,921"
Washington,Middlesex,NA,Attorney General,NA,Democratic,William H. Sorrell,612
Rutland,Middletown Springs,NA,Attorney General,NA,Democratic,William H. Sorrell,206
Chittenden,Milton,Chittenden 9,Attorney General,NA,Democratic,William H. Sorrell,"1,817"
Chittenden,Milton,Grand Isle-Chittenden 1-1,Attorney General,NA,Democratic,William H. Sorrell,294
Addison,Monkton,NA,Attorney General,NA,Democratic,William H. Sorrell,609
Franklin,Montgomery,NA,Attorney General,NA,Democratic,William H. Sorrell,295
Washington,Montpelier,NA,Attorney General,NA,Democratic,William H. Sorrell,"2,796"
Washington,Moretown,NA,Attorney General,NA,Democratic,William H. Sorrell,524
Orleans,Morgan,NA,Attorney General,NA,Democratic,William H. Sorrell,141
Lamoille,Morristown,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,290"
Rutland,Mount Holly,NA,Attorney General,NA,Democratic,William H. Sorrell,313
Rutland,Mount Tabor,NA,Attorney General,NA,Democratic,William H. Sorrell,34
Addison,New Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,531
Caledonia,Newark,NA,Attorney General,NA,Democratic,William H. Sorrell,106
Orange,Newbury,NA,Attorney General,NA,Democratic,William H. Sorrell,410
Windham,Newfane,NA,Attorney General,NA,Democratic,William H. Sorrell,510
Orleans,Newport City,NA,Attorney General,NA,Democratic,William H. Sorrell,714
Orleans,Newport Town,NA,Attorney General,NA,Democratic,William H. Sorrell,277
Grand Isle,N. Hero,NA,Attorney General,NA,Democratic,William H. Sorrell,300
Washington,Northfield,NA,Attorney General,NA,Democratic,William H. Sorrell,992
Essex,Norton,NA,Attorney General,NA,Democratic,William H. Sorrell,33
Windsor,Norwich,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,287"
Orange,Orange,NA,Attorney General,NA,Democratic,William H. Sorrell,208
Addison,Orwell,NA,Attorney General,NA,Democratic,William H. Sorrell,286
Addison,Panton,NA,Attorney General,NA,Democratic,William H. Sorrell,168
Rutland,Pawlet,NA,Attorney General,NA,Democratic,William H. Sorrell,274
Caledonia,Peacham,NA,Attorney General,NA,Democratic,William H. Sorrell,257
Bennington,Peru,NA,Attorney General,NA,Democratic,William H. Sorrell,83
Rutland,Pittsfield,NA,Attorney General,NA,Democratic,William H. Sorrell,116
Rutland,Pittsford,NA,Attorney General,NA,Democratic,William H. Sorrell,606
Washington,Plainfield,NA,Attorney General,NA,Democratic,William H. Sorrell,376
Windsor,Plymouth,NA,Attorney General,NA,Democratic,William H. Sorrell,130
Windsor,Pomfret,NA,Attorney General,NA,Democratic,William H. Sorrell,316
Rutland,Poultney,NA,Attorney General,NA,Democratic,William H. Sorrell,541
Bennington,Pownal,NA,Attorney General,NA,Democratic,William H. Sorrell,587
Rutland,Proctor,NA,Attorney General,NA,Democratic,William H. Sorrell,369
Windham,Putney,NA,Attorney General,NA,Democratic,William H. Sorrell,738
Orange,Randolph,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,077"
Windsor,Reading,NA,Attorney General,NA,Democratic,William H. Sorrell,199
Bennington,Readsboro,NA,Attorney General,NA,Democratic,William H. Sorrell,116
Franklin,Richford,NA,Attorney General,NA,Democratic,William H. Sorrell,395
Chittenden,Richmond,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,376"
Addison,Ripton,NA,Attorney General,NA,Democratic,William H. Sorrell,209
Windsor,Rochester,NA,Attorney General,NA,Democratic,William H. Sorrell,311
Windham,Rockingham,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,002"
Washington,Roxbury,NA,Attorney General,NA,Democratic,William H. Sorrell,157
Windsor,Royalton,NA,Attorney General,NA,Democratic,William H. Sorrell,588
Bennington,Rupert,Bennington 5,Attorney General,NA,Democratic,William H. Sorrell,19
Bennington,Rupert,Rutland 8,Attorney General,NA,Democratic,William H. Sorrell,112
Rutland,Rutland City,Rutland 5-1,Attorney General,NA,Democratic,William H. Sorrell,989
Rutland,Rutland City,Rutland 5-2,Attorney General,NA,Democratic,William H. Sorrell,867
Rutland,Rutland City,Rutland 5-3,Attorney General,NA,Democratic,William H. Sorrell,513
Rutland,Rutland City,Rutland 5-4,Attorney General,NA,Democratic,William H. Sorrell,723
Rutland,Rutland Town,NA,Attorney General,NA,Democratic,William H. Sorrell,941
Caledonia,Ryegate,NA,Attorney General,NA,Democratic,William H. Sorrell,226
Franklin,Salisbury,NA,Attorney General,NA,Democratic,William H. Sorrell,244
Franklin,Sandgate,NA,Attorney General,NA,Democratic,William H. Sorrell,75
Chittenden,Searsburg,NA,Attorney General,NA,Democratic,William H. Sorrell,14
Caledonia,Shaftsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,867
Addison,Sharon,NA,Attorney General,NA,Democratic,William H. Sorrell,321
Bennington,Sheffield,NA,Attorney General,NA,Democratic,William H. Sorrell,129
Bennington,Shelburne,Chittenden 5-1,Attorney General,NA,Democratic,William H. Sorrell,"1,415"
Bennington,Shelburne,Chittenden 5-2,Attorney General,NA,Democratic,William H. Sorrell,"1,100"
Bennington,Sheldon,NA,Attorney General,NA,Democratic,William H. Sorrell,421
Windsor,Shoreham,NA,Attorney General,NA,Democratic,William H. Sorrell,350
Caledonia,Shrewsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,276
Chittenden,S. Burlington,Chittenden 3-10,Attorney General,NA,Democratic,William H. Sorrell,"1,101"
Chittenden,S. Burlington,Chittenden 3-7,Attorney General,NA,Democratic,William H. Sorrell,"1,159"
Chittenden,S. Burlington,Chittenden 3-8,Attorney General,NA,Democratic,William H. Sorrell,"1,640"
Chittenden,S. Burlington,Chittenden 3-9,Attorney General,NA,Democratic,William H. Sorrell,"1,057"
Franklin,S. Hero,NA,Attorney General,NA,Democratic,William H. Sorrell,672
Addison,Springfield,Windsor 1-1,Attorney General,NA,Democratic,William H. Sorrell,17
Addison,Springfield,Windsor 1-2,Attorney General,NA,Democratic,William H. Sorrell,"1,507"
Rutland,St. Albans City,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,259"
Chittenden,St. Albans Town,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,395"
Grand Isle,St. George,NA,Attorney General,NA,Democratic,William H. Sorrell,174
Windsor,St. Johnsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,231"
Bennington,Stamford,NA,Attorney General,NA,Democratic,William H. Sorrell,130
Caledonia,Stannard,NA,Attorney General,NA,Democratic,William H. Sorrell,51
Addison,Starksboro,NA,Attorney General,NA,Democratic,William H. Sorrell,485
Windsor,Stockbridge,NA,Attorney General,NA,Democratic,William H. Sorrell,180
Lamoille,Stowe,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,179"
Orange,Strafford,NA,Attorney General,NA,Democratic,William H. Sorrell,371
Windham,Stratton,NA,Attorney General,NA,Democratic,William H. Sorrell,31
Rutland,Sudbury,NA,Attorney General,NA,Democratic,William H. Sorrell,154
Bennington,Sunderland,NA,Attorney General,NA,Democratic,William H. Sorrell,202
Caledonia,Sutton,NA,Attorney General,NA,Democratic,William H. Sorrell,153
Franklin,Swanton,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,217"
Orange,Thetford,NA,Attorney General,NA,Democratic,William H. Sorrell,790
Rutland,Tinmouth,NA,Attorney General,NA,Democratic,William H. Sorrell,130
Orange,Topsham,NA,Attorney General,NA,Democratic,William H. Sorrell,185
Windham,Townshend,NA,Attorney General,NA,Democratic,William H. Sorrell,277
Orleans,Troy,NA,Attorney General,NA,Democratic,William H. Sorrell,251
Orange,Tunbridge,NA,Attorney General,NA,Democratic,William H. Sorrell,341
Chittenden,Underhill,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,017"
Addison,Vergennes,NA,Attorney General,NA,Democratic,William H. Sorrell,623
Windham,Vernon,NA,Attorney General,NA,Democratic,William H. Sorrell,331
Orange,Vershire,NA,Attorney General,NA,Democratic,William H. Sorrell,136
Essex,Victory,NA,Attorney General,NA,Democratic,William H. Sorrell,22
Washington,Waitsfield,NA,Attorney General,NA,Democratic,William H. Sorrell,579
Caledonia,Walden,NA,Attorney General,NA,Democratic,William H. Sorrell,250
Rutland,Wallingford,NA,Attorney General,NA,Democratic,William H. Sorrell,485
Addison,Waltham,NA,Attorney General,NA,Democratic,William H. Sorrell,152
Windham,Wardsboro,NA,Attorney General,NA,Democratic,William H. Sorrell,169
Washington,Warren,NA,Attorney General,NA,Democratic,William H. Sorrell,506
Orange,Washington,NA,Attorney General,NA,Democratic,William H. Sorrell,230
Washington,Waterbury,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,541"
Caledonia,Waterford,NA,Attorney General,NA,Democratic,William H. Sorrell,260
Lamoille,Waterville,NA,Attorney General,NA,Democratic,William H. Sorrell,153
Windsor,Weathersfield,NA,Attorney General,NA,Democratic,William H. Sorrell,528
Rutland,Wells,NA,Attorney General,NA,Democratic,William H. Sorrell,134
Orange,W. Fairlee,NA,Attorney General,NA,Democratic,William H. Sorrell,108
Rutland,W. Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,50
Rutland,W. Rutland,NA,Attorney General,NA,Democratic,William H. Sorrell,361
Windsor,W. Windsor,NA,Attorney General,NA,Democratic,William H. Sorrell,315
Orleans,Westfield,NA,Attorney General,NA,Democratic,William H. Sorrell,126
Chittenden,Westford,NA,Attorney General,NA,Democratic,William H. Sorrell,641
Windham,Westminster,Windham 4,Attorney General,NA,Democratic,William H. Sorrell,46
Windham,Westminster,Windham 5,Attorney General,NA,Democratic,William H. Sorrell,790
Orleans,Westmore,NA,Attorney General,NA,Democratic,William H. Sorrell,97
Windsor,Weston,NA,Attorney General,NA,Democratic,William H. Sorrell,191
Addison,Weybridge,NA,Attorney General,NA,Democratic,William H. Sorrell,333
Caledonia,Wheelock,NA,Attorney General,NA,Democratic,William H. Sorrell,125
Addison,Whiting,NA,Attorney General,NA,Democratic,William H. Sorrell,104
Windham,Whitingham,NA,Attorney General,NA,Democratic,William H. Sorrell,178
Orange,Williamstown,NA,Attorney General,NA,Democratic,William H. Sorrell,675
Chittenden,Williston,NA,Attorney General,NA,Democratic,William H. Sorrell,"2,615"
Windham,Wilmington,NA,Attorney General,NA,Democratic,William H. Sorrell,354
Windham,Windham,NA,Attorney General,NA,Democratic,William H. Sorrell,100
Windsor,Windsor,NA,Attorney General,NA,Democratic,William H. Sorrell,659
Bennington,Winhall,NA,Attorney General,NA,Democratic,William H. Sorrell,176
Chittenden,Winooski,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,276"
Lamoille,Wolcott,NA,Attorney General,NA,Democratic,William H. Sorrell,418
Washington,Woodbury,NA,Attorney General,NA,Democratic,William H. Sorrell,257
Bennington,Woodford,NA,Attorney General,NA,Democratic,William H. Sorrell,75
Windsor,Woodstock,NA,Attorney General,NA,Democratic,William H. Sorrell,920
Washington,Worcester,NA,Attorney General,NA,Democratic,William H. Sorrell,328
Addison,Addison,NA,Attorney General,NA,Republican,Aaron Michael Toscano,265
Orleans,Albany,NA,Attorney General,NA,Republican,Aaron Michael Toscano,118
Grand Isle,Alburgh,NA,Attorney General,NA,Republican,Aaron Michael Toscano,251
Windsor,Andover,NA,Attorney General,NA,Republican,Aaron Michael Toscano,99
Bennington,Arlington,NA,Attorney General,NA,Republican,Aaron Michael Toscano,335
Windham,Athens,NA,Attorney General,NA,Republican,Aaron Michael Toscano,46
Franklin,Bakersfield,NA,Attorney General,NA,Republican,Aaron Michael Toscano,136
Windsor,Baltimore,NA,Attorney General,NA,Republican,Aaron Michael Toscano,36
Windsor,Barnard,NA,Attorney General,NA,Republican,Aaron Michael Toscano,128
Caledonia,Barnet,NA,Attorney General,NA,Republican,Aaron Michael Toscano,276
Washington,Barre City,Washington 3-1,Attorney General,NA,Republican,Aaron Michael Toscano,412
Washington,Barre City,Washington 3-2,Attorney General,NA,Republican,Aaron Michael Toscano,319
Washington,Barre City,Washington 3-3,Attorney General,NA,Republican,Aaron Michael Toscano,67
Washington,Barre Town,NA,Attorney General,NA,Republican,Aaron Michael Toscano,"1,296"
Orleans,Barton,NA,Attorney General,NA,Republican,Aaron Michael Toscano,273
Lamoille,Belvidere,NA,Attorney General,NA,Republican,Aaron Michael Toscano,43
Bennington,Bennington,Bennington 2-1,Attorney General,NA,Republican,Aaron Michael Toscano,646
Bennington,Bennington,Bennington 2-2,Attorney General,NA,Republican,Aaron Michael Toscano,613
Rutland,Benson,NA,Attorney General,NA,Republican,Aaron Michael Toscano,152
Franklin,Berkshire,NA,Attorney General,NA,Republican,Aaron Michael Toscano,150
Washington,Berlin,NA,Attorney General,NA,Republican,Aaron Michael Toscano,295
Windsor,Bethel,NA,Attorney General,NA,Republican,Aaron Michael Toscano,218
Essex,Bloomfield,NA,Attorney General,NA,Republican,Aaron Michael Toscano,31
Chittenden,Bolton,NA,Attorney General,NA,Republican,Aaron Michael Toscano,132
Orange,Bradford,NA,Attorney General,NA,Republican,Aaron Michael Toscano,332
Orange,Braintree,NA,Attorney General,NA,Republican,Aaron Michael Toscano,149
Rutland,Brandon,NA,Attorney General,NA,Republican,Aaron Michael Toscano,455
Windham,Brattleboro,Windham 3-1,Attorney General,NA,Republican,Aaron Michael Toscano,340
Windham,Brattleboro,Windham 3-2,Attorney General,NA,Republican,Aaron Michael Toscano,198
Windham,Brattleboro,Windham 3-3,Attorney General,NA,Republican,Aaron Michael Toscano,179
Windsor,Bridgewater,NA,Attorney General,NA,Republican,Aaron Michael Toscano,143
Addison,Bridport,NA,Attorney General,NA,Republican,Aaron Michael Toscano,183
Essex,Brighton,NA,Attorney General,NA,Republican,Aaron Michael Toscano,169
Addison,Bristol,NA,Attorney General,NA,Republican,Aaron Michael Toscano,401
Orange,Brookfield,NA,Attorney General,NA,Republican,Aaron Michael Toscano,159
Windham,Brookline,NA,Attorney General,NA,Republican,Aaron Michael Toscano,70
Orleans,Brownington,NA,Attorney General,NA,Republican,Aaron Michael Toscano,126
Essex,Brunswick,NA,Attorney General,NA,Republican,Aaron Michael Toscano,13
Caledonia,Burke,NA,Attorney General,NA,Republican,Aaron Michael Toscano,224
Chittenden,Burlington,Chittenden 3-1,Attorney General,NA,Republican,Aaron Michael Toscano,625
Chittenden,Burlington,Chittenden 3-2,Attorney General,NA,Republican,Aaron Michael Toscano,317
Chittenden,Burlington,Chittenden 3-3,Attorney General,NA,Republican,Aaron Michael Toscano,199
Chittenden,Burlington,Chittenden 3-4,Attorney General,NA,Republican,Aaron Michael Toscano,171
Chittenden,Burlington,Chittenden 3-5,Attorney General,NA,Republican,Aaron Michael Toscano,419
Chittenden,Burlington,Chittenden 3-6,Attorney General,NA,Republican,Aaron Michael Toscano,45
Washington,Cabot,NA,Attorney General,NA,Republican,Aaron Michael Toscano,160
Washington,Calais,NA,Attorney General,NA,Republican,Aaron Michael Toscano,160
Lamoille,Cambridge,NA,Attorney General,NA,Republican,Aaron Michael Toscano,340
Essex,Canaan,NA,Attorney General,NA,Republican,Aaron Michael Toscano,106
Rutland,Castleton,NA,Attorney General,NA,Republican,Aaron Michael Toscano,562
Windsor,Cavendish,NA,Attorney General,NA,Republican,Aaron Michael Toscano,207
Orleans,Charleston,NA,Attorney General,NA,Republican,Aaron Michael Toscano,117
Chittenden,Charlotte,NA,Attorney General,NA,Republican,Aaron Michael Toscano,491
Orange,Chelsea,NA,Attorney General,NA,Republican,Aaron Michael Toscano,195
Windsor,Chester,NA,Attorney General,NA,Republican,Aaron Michael Toscano,368
Rutland,Chittenden,NA,Attorney General,NA,Republican,Aaron Michael Toscano,224
Rutland,Clarendon,NA,Attorney General,NA,Republican,Aaron Michael Toscano,436
Chittenden,Colchester,Chittenden 7-1,Attorney General,NA,Republican,Aaron Michael Toscano,682
Chittenden,Colchester,Chittenden 7-2,Attorney General,NA,Republican,Aaron Michael Toscano,926
Essex,Concord,NA,Attorney General,NA,Republican,Aaron Michael Toscano,155
Orange,Corinth,NA,Attorney General,NA,Republican,Aaron Michael Toscano,182
Addison,Cornwall,NA,Attorney General,NA,Republican,Aaron Michael Toscano,164
Orleans,Coventry,NA,Attorney General,NA,Republican,Aaron Michael Toscano,100
Orleans,Craftsbury,NA,Attorney General,NA,Republican,Aaron Michael Toscano,95
Rutland,Danby,NA,Attorney General,NA,Republican,Aaron Michael Toscano,197
Caledonia,Danville,NA,Attorney General,NA,Republican,Aaron Michael Toscano,376
Orleans,Derby,NA,Attorney General,NA,Republican,Aaron Michael Toscano,580
Bennington,Dorset,NA,Attorney General,NA,Republican,Aaron Michael Toscano,339
Windham,Dover,NA,Attorney General,NA,Republican,Aaron Michael Toscano,248
Windham,Dummerston,NA,Attorney General,NA,Republican,Aaron Michael Toscano,187
Washington,Duxbury,NA,Attorney General,NA,Republican,Aaron Michael Toscano,150
Essex,E. Haven,NA,Attorney General,NA,Republican,Aaron Michael Toscano,39
Washington,E. Montpelier,NA,Attorney General,NA,Republican,Aaron Michael Toscano,286
