county,town,precinct,office,district,party,candidate,votes
Caledonia,Burke,NA,U.S. Senate,NA,Independent,Bernie Sanders,498
Chittenden,Burlington,Chittenden 6-1,U.S. Senate,NA,Independent,Bernie Sanders,"3,233"
Chittenden,Burlington,Chittenden 6-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,696"
Chittenden,Burlington,Chittenden 6-3,U.S. Senate,NA,Independent,Bernie Sanders,"2,820"
Chittenden,Burlington,Chittenden 6-4,U.S. Senate,NA,Independent,Bernie Sanders,"2,052"
Chittenden,Burlington,Chittenden 6-5,U.S. Senate,NA,Independent,Bernie Sanders,"3,660"
Chittenden,Burlington,Chittenden 6-6,U.S. Senate,NA,Independent,Bernie Sanders,284
Chittenden,Burlington,Chittenden 6-7,U.S. Senate,NA,Independent,Bernie Sanders,61
Washington,Cabot,NA,U.S. Senate,NA,Independent,Bernie Sanders,502
Washington,Calais,NA,U.S. Senate,NA,Independent,Bernie Sanders,778
Lamoille,Cambridge,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,427"
Essex,Canaan,NA,U.S. Senate,NA,Independent,Bernie Sanders,262
Rutland,Castleton,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,056"
Windsor,Cavendish,NA,U.S. Senate,NA,Independent,Bernie Sanders,414
Orleans,Charleston,NA,U.S. Senate,NA,Independent,Bernie Sanders,273
Chittenden,Charlotte,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,691"
Orange,Chelsea,NA,U.S. Senate,NA,Independent,Bernie Sanders,353
Windsor,Chester,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,050"
Rutland,Chittenden,NA,U.S. Senate,NA,Independent,Bernie Sanders,443
Rutland,Clarendon,NA,U.S. Senate,NA,Independent,Bernie Sanders,716
Chittenden,Colchester,Chittenden 9-1,U.S. Senate,NA,Independent,Bernie Sanders,"2,248"
Chittenden,Colchester,Chittenden 9-2,U.S. Senate,NA,Independent,Bernie Sanders,"2,788"
Essex,Concord,NA,U.S. Senate,NA,Independent,Bernie Sanders,323
Orange,Corinth,NA,U.S. Senate,NA,Independent,Bernie Sanders,437
Addison,Cornwall,NA,U.S. Senate,NA,Independent,Bernie Sanders,510
Orleans,Coventry,NA,U.S. Senate,NA,Independent,Bernie Sanders,360
Orleans,Craftsbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,459
Rutland,Danby,NA,U.S. Senate,NA,Independent,Bernie Sanders,388
Caledonia,Danville,NA,U.S. Senate,NA,Independent,Bernie Sanders,732
Orleans,Derby,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,436"
Bennington,Dorset,NA,U.S. Senate,NA,Independent,Bernie Sanders,741
Windham,Dover,NA,U.S. Senate,NA,Independent,Bernie Sanders,444
Windham,Dummerston,NA,U.S. Senate,NA,Independent,Bernie Sanders,921
Washington,Duxbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,522
Essex,E. Haven,NA,U.S. Senate,NA,Independent,Bernie Sanders,79
Washington,E. Montpelier,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,203"
Lamoille,Eden,NA,U.S. Senate,NA,Independent,Bernie Sanders,344
Lamoille,Elmore,NA,U.S. Senate,NA,Independent,Bernie Sanders,359
Franklin,Enosburgh,NA,U.S. Senate,NA,Independent,Bernie Sanders,927
Chittenden,Essex,Chittenden 8-1,U.S. Senate,NA,Independent,Bernie Sanders,"2,893"
Chittenden,Essex,Chittenden 8-2,U.S. Senate,NA,Independent,Bernie Sanders,"3,266"
Chittenden,Essex,Chittenden 8-3,U.S. Senate,NA,Independent,Bernie Sanders,889
Rutland,Fair Haven,NA,U.S. Senate,NA,Independent,Bernie Sanders,726
Franklin,Fairfax,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,391"
Franklin,Fairfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,620
Orange,Fairlee,NA,U.S. Senate,NA,Independent,Bernie Sanders,384
Washington,Fayston,NA,U.S. Senate,NA,Independent,Bernie Sanders,565
Addison,Ferrisburgh,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,020"
Franklin,Fletcher,NA,U.S. Senate,NA,Independent,Bernie Sanders,452
Franklin,Franklin,NA,U.S. Senate,NA,Independent,Bernie Sanders,361
Franklin,Georgia,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,395"
Orleans,Glover,NA,U.S. Senate,NA,Independent,Bernie Sanders,430
Addison,Goshen,NA,U.S. Senate,NA,Independent,Bernie Sanders,100
Windham,Grafton,NA,U.S. Senate,NA,Independent,Bernie Sanders,224
Essex,Granby,NA,U.S. Senate,NA,Independent,Bernie Sanders,30
Grand Isle,Grand Isle,NA,U.S. Senate,NA,Independent,Bernie Sanders,823
Addison,Granville,NA,U.S. Senate,NA,Independent,Bernie Sanders,115
Orleans,Greensboro,NA,U.S. Senate,NA,Independent,Bernie Sanders,305
Caledonia,Groton,NA,U.S. Senate,NA,Independent,Bernie Sanders,247
Essex,Guildhall,NA,U.S. Senate,NA,Independent,Bernie Sanders,82
Windham,Guilford,NA,U.S. Senate,NA,Independent,Bernie Sanders,866
Windham,Halifax,NA,U.S. Senate,NA,Independent,Bernie Sanders,251
Addison,Hancock,NA,U.S. Senate,NA,Independent,Bernie Sanders,115
Caledonia,Hardwick,NA,U.S. Senate,NA,Independent,Bernie Sanders,985
Windsor,Hartford,Windsor 4-1,U.S. Senate,NA,Independent,Bernie Sanders,730
Windsor,Hartford,Windsor 4-2,U.S. Senate,NA,Independent,Bernie Sanders,"2,696"
Windsor,Hartland,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,274"
Franklin,Highgate,NA,U.S. Senate,NA,Independent,Bernie Sanders,873
Chittenden,Hinesburg,Chittenden 4-1,U.S. Senate,NA,Independent,Bernie Sanders,13
Chittenden,Hinesburg,Chittenden 4-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,795"
Orleans,Holland,NA,U.S. Senate,NA,Independent,Bernie Sanders,197
Rutland,Hubbardton,NA,U.S. Senate,NA,Independent,Bernie Sanders,203
Chittenden,Huntington,NA,U.S. Senate,NA,Independent,Bernie Sanders,906
Lamoille,Hyde Park,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,049"
Rutland,Ira,NA,U.S. Senate,NA,Independent,Bernie Sanders,141
Orleans,Irasburg,NA,U.S. Senate,NA,Independent,Bernie Sanders,343
Grand Isle,Isle La Motte,NA,U.S. Senate,NA,Independent,Bernie Sanders,201
Windham,Jamaica,NA,U.S. Senate,NA,Independent,Bernie Sanders,324
Orleans,Jay,NA,U.S. Senate,NA,Independent,Bernie Sanders,145
Chittenden,Jericho,NA,U.S. Senate,NA,Independent,Bernie Sanders,"2,106"
Lamoille,Johnson,NA,U.S. Senate,NA,Independent,Bernie Sanders,978
Rutland,Killington,NA,U.S. Senate,NA,Independent,Bernie Sanders,381
Caledonia,Kirby,NA,U.S. Senate,NA,Independent,Bernie Sanders,167
Bennington,Landgrove,NA,U.S. Senate,NA,Independent,Bernie Sanders,75
Addison,Leicester,NA,U.S. Senate,NA,Independent,Bernie Sanders,325
Essex,Lemington,NA,U.S. Senate,NA,Independent,Bernie Sanders,28
Addison,Lincoln,NA,U.S. Senate,NA,Independent,Bernie Sanders,599
Windham,Londonderry,NA,U.S. Senate,NA,Independent,Bernie Sanders,575
Orleans,Lowell,NA,U.S. Senate,NA,Independent,Bernie Sanders,260
Windsor,Ludlow,NA,U.S. Senate,NA,Independent,Bernie Sanders,678
Essex,Lunenburg,NA,U.S. Senate,NA,Independent,Bernie Sanders,346
Caledonia,Lyndon,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,253"
Essex,Maidstone,NA,U.S. Senate,NA,Independent,Bernie Sanders,61
Bennington,Manchester,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,391"
Windham,Marlboro,NA,U.S. Senate,NA,Independent,Bernie Sanders,469
Washington,Marshfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,588
Rutland,Mendon,NA,U.S. Senate,NA,Independent,Bernie Sanders,331
Addison,Middlebury,NA,U.S. Senate,NA,Independent,Bernie Sanders,"2,625"
Washington,Middlesex,NA,U.S. Senate,NA,Independent,Bernie Sanders,783
Rutland,Middletown Springs,NA,U.S. Senate,NA,Independent,Bernie Sanders,301
Chittenden,Milton,Chittenden 10,U.S. Senate,NA,Independent,Bernie Sanders,"2,600"
Chittenden,Milton,Grand Isle-Chittenden,U.S. Senate,NA,Independent,Bernie Sanders,397
Addison,Monkton,NA,U.S. Senate,NA,Independent,Bernie Sanders,760
Franklin,Montgomery,NA,U.S. Senate,NA,Independent,Bernie Sanders,446
Washington,Montpelier,NA,U.S. Senate,NA,Independent,Bernie Sanders,"3,754"
Washington,Moretown,NA,U.S. Senate,NA,Independent,Bernie Sanders,0
Orleans,Morgan,NA,U.S. Senate,NA,Independent,Bernie Sanders,198
Lamoille,Morristown,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,877"
Rutland,Mount Holly,NA,U.S. Senate,NA,Independent,Bernie Sanders,489
Rutland,Mount Tabor,NA,U.S. Senate,NA,Independent,Bernie Sanders,55
Addison,New Haven,NA,U.S. Senate,NA,Independent,Bernie Sanders,692
Caledonia,Newark,NA,U.S. Senate,NA,Independent,Bernie Sanders,173
Orange,Newbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,684
Windham,Newfane,NA,U.S. Senate,NA,Independent,Bernie Sanders,765
Orleans,Newport City,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,072"
Orleans,Newport Town,NA,U.S. Senate,NA,Independent,Bernie Sanders,455
Grand Isle,N. Hero,NA,U.S. Senate,NA,Independent,Bernie Sanders,350
Washington,Northfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,472"
Essex,Norton,NA,U.S. Senate,NA,Independent,Bernie Sanders,58
Windsor,Norwich,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,798"
Orange,Orange,NA,U.S. Senate,NA,Independent,Bernie Sanders,299
Addison,Orwell,NA,U.S. Senate,NA,Independent,Bernie Sanders,357
Addison,Panton,NA,U.S. Senate,NA,Independent,Bernie Sanders,221
Rutland,Pawlet,NA,U.S. Senate,NA,Independent,Bernie Sanders,496
Caledonia,Peacham,NA,U.S. Senate,NA,Independent,Bernie Sanders,351
Bennington,Peru,NA,U.S. Senate,NA,Independent,Bernie Sanders,154
Rutland,Pittsfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,180
Rutland,Pittsford,NA,U.S. Senate,NA,Independent,Bernie Sanders,926
Washington,Plainfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,522
Windsor,Plymouth,NA,U.S. Senate,NA,Independent,Bernie Sanders,200
Windsor,Pomfret,NA,U.S. Senate,NA,Independent,Bernie Sanders,436
Rutland,Poultney,NA,U.S. Senate,NA,Independent,Bernie Sanders,943
Bennington,Pownal,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,066"
Rutland,Proctor,NA,U.S. Senate,NA,Independent,Bernie Sanders,535
Windham,Putney,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,080"
Orange,Randolph,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,533"
Windsor,Reading,NA,U.S. Senate,NA,Independent,Bernie Sanders,267
Bennington,Readsboro,NA,U.S. Senate,NA,Independent,Bernie Sanders,197
Franklin,Richford,NA,U.S. Senate,NA,Independent,Bernie Sanders,586
Chittenden,Richmond,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,822"
Addison,Ripton,NA,U.S. Senate,NA,Independent,Bernie Sanders,282
Windsor,Rochester,NA,U.S. Senate,NA,Independent,Bernie Sanders,496
Windham,Rockingham,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,592"
Washington,Roxbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,236
Windsor,Royalton,NA,U.S. Senate,NA,Independent,Bernie Sanders,900
Bennington,Rupert,NA,U.S. Senate,NA,Independent,Bernie Sanders,246
Rutland,Rutland City,Rutland 5-1,U.S. Senate,NA,Independent,Bernie Sanders,"1,335"
Rutland,Rutland City,Rutland 5-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,213"
Rutland,Rutland City,Rutland 5-3,U.S. Senate,NA,Independent,Bernie Sanders,829
Rutland,Rutland City,Rutland 5-4,U.S. Senate,NA,Independent,Bernie Sanders,"1,130"
Rutland,Rutland Town,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,310"
Caledonia,Ryegate,NA,U.S. Senate,NA,Independent,Bernie Sanders,356
Franklin,Salisbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,367
Franklin,Sandgate,NA,U.S. Senate,NA,Independent,Bernie Sanders,115
Chittenden,Searsburg,NA,U.S. Senate,NA,Independent,Bernie Sanders,30
Caledonia,Shaftsbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,232"
Addison,Sharon,NA,U.S. Senate,NA,Independent,Bernie Sanders,508
Bennington,Sheffield,NA,U.S. Senate,NA,Independent,Bernie Sanders,200
Bennington,Shelburne,Chittenden 5-1,U.S. Senate,NA,Independent,Bernie Sanders,"1,760"
Bennington,Shelburne,Chittenden 5-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,350"
Bennington,Sheldon,NA,U.S. Senate,NA,Independent,Bernie Sanders,553
Windsor,Shoreham,NA,U.S. Senate,NA,Independent,Bernie Sanders,430
Caledonia,Shrewsbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,389
Chittenden,S. Burlington,Chittenden 7-1,U.S. Senate,NA,Independent,Bernie Sanders,"1,681"
Chittenden,S. Burlington,Chittenden 7-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,717"
Chittenden,S. Burlington,Chittenden 7-3,U.S. Senate,NA,Independent,Bernie Sanders,"1,666"
Chittenden,S. Burlington,Chittenden 7-4,U.S. Senate,NA,Independent,Bernie Sanders,"1,540"
Franklin,S. Hero,NA,U.S. Senate,NA,Independent,Bernie Sanders,766
Addison,Springfield,Windsor 3-1,U.S. Senate,NA,Independent,Bernie Sanders,85
Addison,Springfield,Windsor 3-2,U.S. Senate,NA,Independent,Bernie Sanders,"2,337"
Rutland,St. Albans City,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,743"
Chittenden,St. Albans Town,Franklin 3-1,U.S. Senate,NA,Independent,Bernie Sanders,589
Chittenden,St. Albans Town,Franklin 3-2,U.S. Senate,NA,Independent,Bernie Sanders,"1,237"
Grand Isle,St. George,NA,U.S. Senate,NA,Independent,Bernie Sanders,221
Windsor,St. Johnsbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,909"
Bennington,Stamford,NA,U.S. Senate,NA,Independent,Bernie Sanders,253
Caledonia,Stannard,NA,U.S. Senate,NA,Independent,Bernie Sanders,76
Addison,Starksboro,NA,U.S. Senate,NA,Independent,Bernie Sanders,593
Windsor,Stockbridge,NA,U.S. Senate,NA,Independent,Bernie Sanders,281
Lamoille,Stowe,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,771"
Orange,Strafford,NA,U.S. Senate,NA,Independent,Bernie Sanders,569
Windham,Stratton,NA,U.S. Senate,NA,Independent,Bernie Sanders,76
Rutland,Sudbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,202
Bennington,Sunderland,Bennington 3,U.S. Senate,NA,Independent,Bernie Sanders,75
Bennington,Sunderland,Bennington 4,U.S. Senate,NA,Independent,Bernie Sanders,239
Caledonia,Sutton,NA,U.S. Senate,NA,Independent,Bernie Sanders,264
Franklin,Swanton,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,643"
Orange,Thetford,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,222"
Rutland,Tinmouth,Rutland 2,U.S. Senate,NA,Independent,Bernie Sanders,44
Rutland,Tinmouth,Rutland-Bennington,U.S. Senate,NA,Independent,Bernie Sanders,151
Orange,Topsham,NA,U.S. Senate,NA,Independent,Bernie Sanders,313
Windham,Townshend,NA,U.S. Senate,NA,Independent,Bernie Sanders,449
Orleans,Troy,Orleans 2,U.S. Senate,NA,Independent,Bernie Sanders,107
Orleans,Troy,Orleans-Lamoille,U.S. Senate,NA,Independent,Bernie Sanders,346
Orange,Tunbridge,NA,U.S. Senate,NA,Independent,Bernie Sanders,533
Chittenden,Underhill,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,296"
Addison,Vergennes,NA,U.S. Senate,NA,Independent,Bernie Sanders,844
Windham,Vernon,NA,U.S. Senate,NA,Independent,Bernie Sanders,545
Orange,Vershire,NA,U.S. Senate,NA,Independent,Bernie Sanders,242
Essex,Victory,NA,U.S. Senate,NA,Independent,Bernie Sanders,31
Washington,Waitsfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,843
Caledonia,Walden,NA,U.S. Senate,NA,Independent,Bernie Sanders,326
Rutland,Wallingford,NA,U.S. Senate,NA,Independent,Bernie Sanders,725
Addison,Waltham,NA,U.S. Senate,NA,Independent,Bernie Sanders,192
Windham,Wardsboro,NA,U.S. Senate,NA,Independent,Bernie Sanders,244
Washington,Warren,NA,U.S. Senate,NA,Independent,Bernie Sanders,786
Orange,Washington,NA,U.S. Senate,NA,Independent,Bernie Sanders,327
Washington,Waterbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,"2,051"
Caledonia,Waterford,NA,U.S. Senate,NA,Independent,Bernie Sanders,391
Lamoille,Waterville,NA,U.S. Senate,NA,Independent,Bernie Sanders,246
Windsor,Weathersfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,932
Rutland,Wells,NA,U.S. Senate,NA,Independent,Bernie Sanders,318
Orange,W. Fairlee,NA,U.S. Senate,NA,Independent,Bernie Sanders,217
Rutland,W. Haven,NA,U.S. Senate,NA,Independent,Bernie Sanders,84
Rutland,W. Rutland,NA,U.S. Senate,NA,Independent,Bernie Sanders,653
Windsor,W. Windsor,NA,U.S. Senate,NA,Independent,Bernie Sanders,463
Orleans,Westfield,NA,U.S. Senate,NA,Independent,Bernie Sanders,193
Chittenden,Westford,NA,U.S. Senate,NA,Independent,Bernie Sanders,816
Windham,Westminster,Windham 3,U.S. Senate,NA,Independent,Bernie Sanders,61
Windham,Westminster,Windham 4,U.S. Senate,NA,Independent,Bernie Sanders,"1,184"
Orleans,Westmore,NA,U.S. Senate,NA,Independent,Bernie Sanders,122
Windsor,Weston,NA,U.S. Senate,NA,Independent,Bernie Sanders,294
Addison,Weybridge,NA,U.S. Senate,NA,Independent,Bernie Sanders,406
Caledonia,Wheelock,NA,U.S. Senate,NA,Independent,Bernie Sanders,205
Addison,Whiting,NA,U.S. Senate,NA,Independent,Bernie Sanders,144
Windham,Whitingham,Windham 6,U.S. Senate,NA,Independent,Bernie Sanders,352
Windham,Whitingham,Windham-Bennington,U.S. Senate,NA,Independent,Bernie Sanders,12
Orange,Williamstown,NA,U.S. Senate,NA,Independent,Bernie Sanders,938
Chittenden,Williston,NA,U.S. Senate,NA,Independent,Bernie Sanders,"3,446"
Windham,Wilmington,NA,U.S. Senate,NA,Independent,Bernie Sanders,664
Windham,Windham,NA,U.S. Senate,NA,Independent,Bernie Sanders,141
Windsor,Windsor,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,099"
Bennington,Winhall,NA,U.S. Senate,NA,Independent,Bernie Sanders,300
Chittenden,Winooski,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,938"
Lamoille,Wolcott,NA,U.S. Senate,NA,Independent,Bernie Sanders,561
Washington,Woodbury,NA,U.S. Senate,NA,Independent,Bernie Sanders,344
Bennington,Woodford,NA,U.S. Senate,NA,Independent,Bernie Sanders,125
Windsor,Woodstock,NA,U.S. Senate,NA,Independent,Bernie Sanders,"1,330"
Washington,Worcester,NA,U.S. Senate,NA,Independent,Bernie Sanders,439
Addison,Addison,NA,U.S. Senate,NA,Republican,John Macgovern,283
Orleans,Albany,NA,U.S. Senate,NA,Republican,John Macgovern,112
Grand Isle,Alburgh,NA,U.S. Senate,NA,Republican,John Macgovern,236
Windsor,Andover,NA,U.S. Senate,NA,Republican,John Macgovern,0
Bennington,Arlington,NA,U.S. Senate,NA,Republican,John Macgovern,360
Windham,Athens,NA,U.S. Senate,NA,Republican,John Macgovern,40
Franklin,Bakersfield,NA,U.S. Senate,NA,Republican,John Macgovern,143
Windsor,Baltimore,NA,U.S. Senate,NA,Republican,John Macgovern,43
Windsor,Barnard,NA,U.S. Senate,NA,Republican,John Macgovern,167
Caledonia,Barnet,NA,U.S. Senate,NA,Republican,John Macgovern,294
Washington,Barre City,NA,U.S. Senate,NA,Republican,John Macgovern,765
Washington,Barre Town,NA,U.S. Senate,NA,Republican,John Macgovern,"1,377"
Orleans,Barton,NA,U.S. Senate,NA,Republican,John Macgovern,294
Lamoille,Belvidere,NA,U.S. Senate,NA,Republican,John Macgovern,47
Bennington,Bennington,Bennington 2-1,U.S. Senate,NA,Republican,John Macgovern,643
Bennington,Bennington,Bennington 2-2,U.S. Senate,NA,Republican,John Macgovern,623
Rutland,Benson,NA,U.S. Senate,NA,Republican,John Macgovern,123
Franklin,Berkshire,NA,U.S. Senate,NA,Republican,John Macgovern,166
Washington,Berlin,NA,U.S. Senate,NA,Republican,John Macgovern,334
Windsor,Bethel,NA,U.S. Senate,NA,Republican,John Macgovern,243
Essex,Bloomfield,NA,U.S. Senate,NA,Republican,John Macgovern,31
Chittenden,Bolton,NA,U.S. Senate,NA,Republican,John Macgovern,120
Orange,Bradford,NA,U.S. Senate,NA,Republican,John Macgovern,291
Orange,Braintree,NA,U.S. Senate,NA,Republican,John Macgovern,153
Rutland,Brandon,NA,U.S. Senate,NA,Republican,John Macgovern,454
Windham,Brattleboro,Windham 2-1,U.S. Senate,NA,Republican,John Macgovern,314
Windham,Brattleboro,Windham 2-2,U.S. Senate,NA,Republican,John Macgovern,189
Windham,Brattleboro,Windham 2-3,U.S. Senate,NA,Republican,John Macgovern,189
Windsor,Bridgewater,NA,U.S. Senate,NA,Republican,John Macgovern,148
Addison,Bridport,NA,U.S. Senate,NA,Republican,John Macgovern,219
Essex,Brighton,NA,U.S. Senate,NA,Republican,John Macgovern,151
Addison,Bristol,NA,U.S. Senate,NA,Republican,John Macgovern,416
Orange,Brookfield,NA,U.S. Senate,NA,Republican,John Macgovern,184
Windham,Brookline,NA,U.S. Senate,NA,Republican,John Macgovern,63
Orleans,Brownington,NA,U.S. Senate,NA,Republican,John Macgovern,107
Essex,Brunswick,NA,U.S. Senate,NA,Republican,John Macgovern,11
Caledonia,Burke,NA,U.S. Senate,NA,Republican,John Macgovern,221
Chittenden,Burlington,Chittenden 6-1,U.S. Senate,NA,Republican,John Macgovern,787
Chittenden,Burlington,Chittenden 6-2,U.S. Senate,NA,Republican,John Macgovern,261
Chittenden,Burlington,Chittenden 6-3,U.S. Senate,NA,Republican,John Macgovern,193
Chittenden,Burlington,Chittenden 6-4,U.S. Senate,NA,Republican,John Macgovern,172
Chittenden,Burlington,Chittenden 6-5,U.S. Senate,NA,Republican,John Macgovern,516
Chittenden,Burlington,Chittenden 6-6,U.S. Senate,NA,Republican,John Macgovern,104
Chittenden,Burlington,Chittenden 6-7,U.S. Senate,NA,Republican,John Macgovern,3
Washington,Cabot,NA,U.S. Senate,NA,Republican,John Macgovern,189
Washington,Calais,NA,U.S. Senate,NA,Republican,John Macgovern,185
Lamoille,Cambridge,NA,U.S. Senate,NA,Republican,John Macgovern,377
Essex,Canaan,NA,U.S. Senate,NA,Republican,John Macgovern,105
Rutland,Castleton,NA,U.S. Senate,NA,Republican,John Macgovern,566
Windsor,Cavendish,NA,U.S. Senate,NA,Republican,John Macgovern,219
Orleans,Charleston,NA,U.S. Senate,NA,Republican,John Macgovern,120
Chittenden,Charlotte,NA,U.S. Senate,NA,Republican,John Macgovern,600
Orange,Chelsea,NA,U.S. Senate,NA,Republican,John Macgovern,220
Windsor,Chester,NA,U.S. Senate,NA,Republican,John Macgovern,349
Rutland,Chittenden,NA,U.S. Senate,NA,Republican,John Macgovern,239
Rutland,Clarendon,NA,U.S. Senate,NA,Republican,John Macgovern,446
Chittenden,Colchester,Chittenden 9-1,U.S. Senate,NA,Republican,John Macgovern,771
Chittenden,Colchester,Chittenden 9-2,U.S. Senate,NA,Republican,John Macgovern,"1,146"
Essex,Concord,NA,U.S. Senate,NA,Republican,John Macgovern,159
Orange,Corinth,NA,U.S. Senate,NA,Republican,John Macgovern,188
Addison,Cornwall,NA,U.S. Senate,NA,Republican,John Macgovern,170
Orleans,Coventry,NA,U.S. Senate,NA,Republican,John Macgovern,108
Orleans,Craftsbury,NA,U.S. Senate,NA,Republican,John Macgovern,131
Rutland,Danby,NA,U.S. Senate,NA,Republican,John Macgovern,196
Caledonia,Danville,NA,U.S. Senate,NA,Republican,John Macgovern,378
Orleans,Derby,NA,U.S. Senate,NA,Republican,John Macgovern,591
