county,town,precinct,office,district,party,candidate,votes
Rutland,Pawlet,NA,U.S. House,NA,Republican,Martha Rainville,47
Caledonia,Peacham,NA,U.S. House,NA,Republican,Martha Rainville,43
Bennington,Peru,NA,U.S. House,NA,Republican,Martha Rainville,21
Rutland,Pittsfield,NA,U.S. House,NA,Republican,Martha Rainville,53
Rutland,Pittsford,NA,U.S. House,NA,Republican,Martha Rainville,107
Washington,Plainfield,NA,U.S. House,NA,Republican,Martha Rainville,55
Windsor,Plymouth,NA,U.S. House,NA,Republican,Martha Rainville,26
Windsor,Pomfret,NA,U.S. House,NA,Republican,Martha Rainville,40
Rutland,Poultney,NA,U.S. House,NA,Republican,Martha Rainville,189
Bennington,Pownal,NA,U.S. House,NA,Republican,Martha Rainville,42
Rutland,Proctor,NA,U.S. House,NA,Republican,Martha Rainville,67
Windham,Putney,NA,U.S. House,NA,Republican,Martha Rainville,29
Orange,Randolph,NA,U.S. House,NA,Republican,Martha Rainville,336
Windsor,Reading,NA,U.S. House,NA,Republican,Martha Rainville,23
Bennington,Readsboro,NA,U.S. House,NA,Republican,Martha Rainville,6
Franklin,Richford,NA,U.S. House,NA,Republican,Martha Rainville,75
Chittenden,Richmond,NA,U.S. House,NA,Republican,Martha Rainville,219
Addison,Ripton,NA,U.S. House,NA,Republican,Martha Rainville,14
Windsor,Rochester,NA,U.S. House,NA,Republican,Martha Rainville,65
Windham,Rockingham,NA,U.S. House,NA,Republican,Martha Rainville,93
Washington,Roxbury,NA,U.S. House,NA,Republican,Martha Rainville,25
Windsor,Royalton,NA,U.S. House,NA,Republican,Martha Rainville,88
Bennington,Rupert,NA,U.S. House,NA,Republican,Martha Rainville,12
Rutland,Rutland City,Rutland 5-1,U.S. House,NA,Republican,Martha Rainville,178
Rutland,Rutland City,Rutland 5-2,U.S. House,NA,Republican,Martha Rainville,140
Rutland,Rutland City,Rutland 5-3,U.S. House,NA,Republican,Martha Rainville,49
Rutland,Rutland City,Rutland 5-4,U.S. House,NA,Republican,Martha Rainville,124
Rutland,Rutland Town,Elem. School,U.S. House,NA,Republican,Martha Rainville,209
Rutland,Rutland Town,Town Hall,U.S. House,NA,Republican,Martha Rainville,76
Caledonia,Ryegate,NA,U.S. House,NA,Republican,Martha Rainville,51
Franklin,Salisbury,NA,U.S. House,NA,Republican,Martha Rainville,63
Franklin,Sandgate,NA,U.S. House,NA,Republican,Martha Rainville,7
Chittenden,Searsburg,NA,U.S. House,NA,Republican,Martha Rainville,3
Caledonia,Shaftsbury,NA,U.S. House,NA,Republican,Martha Rainville,89
Addison,Sharon,NA,U.S. House,NA,Republican,Martha Rainville,49
Bennington,Sheffield,NA,U.S. House,NA,Republican,Martha Rainville,30
Bennington,Shelburne,Chittenden 5-1,U.S. House,NA,Republican,Martha Rainville,296
Bennington,Shelburne,Chittenden 5-2,U.S. House,NA,Republican,Martha Rainville,260
Bennington,Sheldon,NA,U.S. House,NA,Republican,Martha Rainville,76
Windsor,Shoreham,NA,U.S. House,NA,Republican,Martha Rainville,70
Caledonia,Shrewsbury,NA,U.S. House,NA,Republican,Martha Rainville,54
Chittenden,S. Burlington,Chittenden 3-10,U.S. House,NA,Republican,Martha Rainville,163
Chittenden,S. Burlington,Chittenden 3-7,U.S. House,NA,Republican,Martha Rainville,259
Chittenden,S. Burlington,Chittenden 3-8,U.S. House,NA,Republican,Martha Rainville,333
Chittenden,S. Burlington,Chittenden 3-9,U.S. House,NA,Republican,Martha Rainville,265
Franklin,S. Hero,NA,U.S. House,NA,Republican,Martha Rainville,188
Addison,Springfield,Windsor 1-1,U.S. House,NA,Republican,Martha Rainville,2
Addison,Springfield,Windsor 1-2,U.S. House,NA,Republican,Martha Rainville,232
Rutland,St. Albans City,NA,U.S. House,NA,Republican,Martha Rainville,245
Chittenden,St. Albans Town,NA,U.S. House,NA,Republican,Martha Rainville,320
Grand Isle,St. George,NA,U.S. House,NA,Republican,Martha Rainville,27
Windsor,St. Johnsbury,NA,U.S. House,NA,Republican,Martha Rainville,298
Bennington,Stamford,NA,U.S. House,NA,Republican,Martha Rainville,8
Caledonia,Stannard,NA,U.S. House,NA,Republican,Martha Rainville,14
Addison,Starksboro,NA,U.S. House,NA,Republican,Martha Rainville,62
Windsor,Stockbridge,NA,U.S. House,NA,Republican,Martha Rainville,36
Lamoille,Stowe,NA,U.S. House,NA,Republican,Martha Rainville,285
Orange,Strafford,NA,U.S. House,NA,Republican,Martha Rainville,33
Windham,Stratton,NA,U.S. House,NA,Republican,Martha Rainville,7
Rutland,Sudbury,NA,U.S. House,NA,Republican,Martha Rainville,34
Bennington,Sunderland,NA,U.S. House,NA,Republican,Martha Rainville,18
Caledonia,Sutton,NA,U.S. House,NA,Republican,Martha Rainville,44
Franklin,Swanton,NA,U.S. House,NA,Republican,Martha Rainville,413
Orange,Thetford,NA,U.S. House,NA,Republican,Martha Rainville,65
Rutland,Tinmouth,NA,U.S. House,NA,Republican,Martha Rainville,25
Orange,Topsham,NA,U.S. House,NA,Republican,Martha Rainville,58
Windham,Townshend,NA,U.S. House,NA,Republican,Martha Rainville,28
Orleans,Troy,NA,U.S. House,NA,Republican,Martha Rainville,27
Orange,Tunbridge,NA,U.S. House,NA,Republican,Martha Rainville,92
Chittenden,Underhill,NA,U.S. House,NA,Republican,Martha Rainville,185
Addison,Vergennes,NA,U.S. House,NA,Republican,Martha Rainville,163
Windham,Vernon,NA,U.S. House,NA,Republican,Martha Rainville,111
Orange,Vershire,NA,U.S. House,NA,Republican,Martha Rainville,36
Essex,Victory,NA,U.S. House,NA,Republican,Martha Rainville,6
Washington,Waitsfield,NA,U.S. House,NA,Republican,Martha Rainville,91
Caledonia,Walden,NA,U.S. House,NA,Republican,Martha Rainville,45
Rutland,Wallingford,NA,U.S. House,NA,Republican,Martha Rainville,85
Addison,Waltham,NA,U.S. House,NA,Republican,Martha Rainville,32
Windham,Wardsboro,NA,U.S. House,NA,Republican,Martha Rainville,21
Washington,Warren,NA,U.S. House,NA,Republican,Martha Rainville,72
Orange,Washington,NA,U.S. House,NA,Republican,Martha Rainville,58
Washington,Waterbury,NA,U.S. House,NA,Republican,Martha Rainville,193
Caledonia,Waterford,NA,U.S. House,NA,Republican,Martha Rainville,76
Lamoille,Waterville,NA,U.S. House,NA,Republican,Martha Rainville,35
Windsor,Weathersfield,NA,U.S. House,NA,Republican,Martha Rainville,78
Rutland,Wells,NA,U.S. House,NA,Republican,Martha Rainville,33
Orange,W. Fairlee,NA,U.S. House,NA,Republican,Martha Rainville,20
Rutland,W. Haven,NA,U.S. House,NA,Republican,Martha Rainville,12
Rutland,W. Rutland,NA,U.S. House,NA,Republican,Martha Rainville,80
Windsor,W. Windsor,NA,U.S. House,NA,Republican,Martha Rainville,56
Orleans,Westfield,NA,U.S. House,NA,Republican,Martha Rainville,28
Chittenden,Westford,NA,U.S. House,NA,Republican,Martha Rainville,87
Windham,Westminster,Windham 4,U.S. House,NA,Republican,Martha Rainville,4
Windham,Westminster,Windham 5,U.S. House,NA,Republican,Martha Rainville,63
Orleans,Westmore,NA,U.S. House,NA,Republican,Martha Rainville,20
Windsor,Weston,NA,U.S. House,NA,Republican,Martha Rainville,29
Addison,Weybridge,NA,U.S. House,NA,Republican,Martha Rainville,64
Caledonia,Wheelock,NA,U.S. House,NA,Republican,Martha Rainville,33
Addison,Whiting,NA,U.S. House,NA,Republican,Martha Rainville,13
Windham,Whitingham,NA,U.S. House,NA,Republican,Martha Rainville,10
Orange,Williamstown,NA,U.S. House,NA,Republican,Martha Rainville,125
Chittenden,Williston,NA,U.S. House,NA,Republican,Martha Rainville,533
Windham,Wilmington,NA,U.S. House,NA,Republican,Martha Rainville,28
Windham,Windham,NA,U.S. House,NA,Republican,Martha Rainville,4
Windsor,Windsor,NA,U.S. House,NA,Republican,Martha Rainville,48
Bennington,Winhall,NA,U.S. House,NA,Republican,Martha Rainville,27
Chittenden,Winooski,NA,U.S. House,NA,Republican,Martha Rainville,178
Lamoille,Wolcott,NA,U.S. House,NA,Republican,Martha Rainville,59
Washington,Woodbury,NA,U.S. House,NA,Republican,Martha Rainville,55
Bennington,Woodford,NA,U.S. House,NA,Republican,Martha Rainville,9
Windsor,Woodstock,NA,U.S. House,NA,Republican,Martha Rainville,169
Washington,Worcester,NA,U.S. House,NA,Republican,Martha Rainville,51
Addison,Addison,NA,U.S. House,NA,Republican,Mark Shepard,45
Orleans,Albany,NA,U.S. House,NA,Republican,Mark Shepard,16
Grand Isle,Alburgh,NA,U.S. House,NA,Republican,Mark Shepard,23
Windsor,Andover,NA,U.S. House,NA,Republican,Mark Shepard,17
Bennington,Arlington,NA,U.S. House,NA,Republican,Mark Shepard,105
Windham,Athens,NA,U.S. House,NA,Republican,Mark Shepard,5
Franklin,Bakersfield,NA,U.S. House,NA,Republican,Mark Shepard,20
Windsor,Baltimore,NA,U.S. House,NA,Republican,Mark Shepard,1
Windsor,Barnard,NA,U.S. House,NA,Republican,Mark Shepard,11
Caledonia,Barnet,NA,U.S. House,NA,Republican,Mark Shepard,49
Washington,Barre City,Washington 3-1,U.S. House,NA,Republican,Mark Shepard,82
Washington,Barre City,Washington 3-2,U.S. House,NA,Republican,Mark Shepard,97
Washington,Barre City,Washington 3-3,U.S. House,NA,Republican,Mark Shepard,8
Washington,Barre Town,NA,U.S. House,NA,Republican,Mark Shepard,195
Orleans,Barton,NA,U.S. House,NA,Republican,Mark Shepard,50
Lamoille,Belvidere,NA,U.S. House,NA,Republican,Mark Shepard,11
Bennington,Bennington,Bennington 2-1,U.S. House,NA,Republican,Mark Shepard,195
Bennington,Bennington,Bennington 2-1 Nb,U.S. House,NA,Republican,Mark Shepard,36
Bennington,Bennington,Bennington 2-2,U.S. House,NA,Republican,Mark Shepard,207
Bennington,Bennington,Bennington 5,U.S. House,NA,Republican,Mark Shepard,10
Rutland,Benson,NA,U.S. House,NA,Republican,Mark Shepard,19
Franklin,Berkshire,NA,U.S. House,NA,Republican,Mark Shepard,10
Washington,Berlin,NA,U.S. House,NA,Republican,Mark Shepard,41
Windsor,Bethel,NA,U.S. House,NA,Republican,Mark Shepard,21
Essex,Bloomfield,NA,U.S. House,NA,Republican,Mark Shepard,2
Chittenden,Bolton,NA,U.S. House,NA,Republican,Mark Shepard,13
Orange,Bradford,NA,U.S. House,NA,Republican,Mark Shepard,60
Orange,Braintree,NA,U.S. House,NA,Republican,Mark Shepard,25
Rutland,Brandon,NA,U.S. House,NA,Republican,Mark Shepard,82
Windham,Brattleboro,Windham 3-1,U.S. House,NA,Republican,Mark Shepard,35
Windham,Brattleboro,Windham 3-2,U.S. House,NA,Republican,Mark Shepard,28
Windham,Brattleboro,Windham 3-3,U.S. House,NA,Republican,Mark Shepard,26
Windsor,Bridgewater,NA,U.S. House,NA,Republican,Mark Shepard,14
Addison,Bridport,NA,U.S. House,NA,Republican,Mark Shepard,40
Essex,Brighton,NA,U.S. House,NA,Republican,Mark Shepard,29
Addison,Bristol,NA,U.S. House,NA,Republican,Mark Shepard,50
Orange,Brookfield,NA,U.S. House,NA,Republican,Mark Shepard,18
Windham,Brookline,NA,U.S. House,NA,Republican,Mark Shepard,9
Orleans,Brownington,NA,U.S. House,NA,Republican,Mark Shepard,9
Essex,Brunswick,NA,U.S. House,NA,Republican,Mark Shepard,4
Caledonia,Burke,NA,U.S. House,NA,Republican,Mark Shepard,28
Chittenden,Burlington,Chittenden 3-1,U.S. House,NA,Republican,Mark Shepard,126
Chittenden,Burlington,Chittenden 3-2,U.S. House,NA,Republican,Mark Shepard,68
Chittenden,Burlington,Chittenden 3-3,U.S. House,NA,Republican,Mark Shepard,41
Chittenden,Burlington,Chittenden 3-4,U.S. House,NA,Republican,Mark Shepard,55
Chittenden,Burlington,Chittenden 3-5,U.S. House,NA,Republican,Mark Shepard,86
Chittenden,Burlington,Chittenden 3-6,U.S. House,NA,Republican,Mark Shepard,15
Washington,Cabot,NA,U.S. House,NA,Republican,Mark Shepard,20
Washington,Calais,NA,U.S. House,NA,Republican,Mark Shepard,30
Lamoille,Cambridge,NA,U.S. House,NA,Republican,Mark Shepard,43
Essex,Canaan,NA,U.S. House,NA,Republican,Mark Shepard,9
Rutland,Castleton,NA,U.S. House,NA,Republican,Mark Shepard,64
Windsor,Cavendish,NA,U.S. House,NA,Republican,Mark Shepard,28
Orleans,Charleston,NA,U.S. House,NA,Republican,Mark Shepard,16
Chittenden,Charlotte,NA,U.S. House,NA,Republican,Mark Shepard,47
Orange,Chelsea,NA,U.S. House,NA,Republican,Mark Shepard,12
Windsor,Chester,NA,U.S. House,NA,Republican,Mark Shepard,90
Rutland,Chittenden,NA,U.S. House,NA,Republican,Mark Shepard,43
Rutland,Clarendon,NA,U.S. House,NA,Republican,Mark Shepard,40
Chittenden,Colchester,Chittenden 7-1,U.S. House,NA,Republican,Mark Shepard,81
Chittenden,Colchester,Chittenden 7-2,U.S. House,NA,Republican,Mark Shepard,144
Essex,Concord,NA,U.S. House,NA,Republican,Mark Shepard,19
Orange,Corinth,NA,U.S. House,NA,Republican,Mark Shepard,32
Addison,Cornwall,NA,U.S. House,NA,Republican,Mark Shepard,29
Orleans,Coventry,NA,U.S. House,NA,Republican,Mark Shepard,20
Orleans,Craftsbury,NA,U.S. House,NA,Republican,Mark Shepard,24
Rutland,Danby,NA,U.S. House,NA,Republican,Mark Shepard,46
Caledonia,Danville,NA,U.S. House,NA,Republican,Mark Shepard,66
Orleans,Derby,NA,U.S. House,NA,Republican,Mark Shepard,74
Bennington,Dorset,NA,U.S. House,NA,Republican,Mark Shepard,63
Windham,Dover,NA,U.S. House,NA,Republican,Mark Shepard,29
Windham,Dummerston,NA,U.S. House,NA,Republican,Mark Shepard,7
Washington,Duxbury,NA,U.S. House,NA,Republican,Mark Shepard,15
Essex,E. Haven,NA,U.S. House,NA,Republican,Mark Shepard,7
Washington,E. Montpelier,NA,U.S. House,NA,Republican,Mark Shepard,66
Lamoille,Eden,NA,U.S. House,NA,Republican,Mark Shepard,12
Lamoille,Elmore,NA,U.S. House,NA,Republican,Mark Shepard,9
Franklin,Enosburgh,NA,U.S. House,NA,Republican,Mark Shepard,21
Chittenden,Essex,Chittenden 6-1,U.S. House,NA,Republican,Mark Shepard,131
Chittenden,Essex,Chittenden 6-2,U.S. House,NA,Republican,Mark Shepard,136
Chittenden,Essex,Chittenden 6-3,U.S. House,NA,Republican,Mark Shepard,47
Rutland,Fair Haven,NA,U.S. House,NA,Republican,Mark Shepard,33
Franklin,Fairfax,NA,U.S. House,NA,Republican,Mark Shepard,62
Franklin,Fairfield,NA,U.S. House,NA,Republican,Mark Shepard,15
Orange,Fairlee,NA,U.S. House,NA,Republican,Mark Shepard,11
Washington,Fayston,NA,U.S. House,NA,Republican,Mark Shepard,10
Addison,Ferrisburgh,NA,U.S. House,NA,Republican,Mark Shepard,77
Franklin,Fletcher,NA,U.S. House,NA,Republican,Mark Shepard,20
Franklin,Franklin,NA,U.S. House,NA,Republican,Mark Shepard,16
Franklin,Georgia,NA,U.S. House,NA,Republican,Mark Shepard,53
Orleans,Glover,NA,U.S. House,NA,Republican,Mark Shepard,19
Addison,Goshen,NA,U.S. House,NA,Republican,Mark Shepard,6
Windham,Grafton,NA,U.S. House,NA,Republican,Mark Shepard,11
Essex,Granby,NA,U.S. House,NA,Republican,Mark Shepard,6
Grand Isle,Grand Isle,NA,U.S. House,NA,Republican,Mark Shepard,31
Addison,Granville,NA,U.S. House,NA,Republican,Mark Shepard,1
