county,town,precinct,office,district,party,candidate,votes
Rutland,Chittenden,NA,U.S. Senate,NA,Republican,Rich Tarrant,41
Rutland,Clarendon,NA,U.S. Senate,NA,Republican,Rich Tarrant,77
Chittenden,Colchester,Chittenden 7-1,U.S. Senate,NA,Republican,Rich Tarrant,211
Chittenden,Colchester,Chittenden 7-2,U.S. Senate,NA,Republican,Rich Tarrant,441
Essex,Concord,NA,U.S. Senate,NA,Republican,Rich Tarrant,39
Orange,Corinth,NA,U.S. Senate,NA,Republican,Rich Tarrant,40
Addison,Cornwall,NA,U.S. Senate,NA,Republican,Rich Tarrant,47
Orleans,Coventry,NA,U.S. Senate,NA,Republican,Rich Tarrant,40
Orleans,Craftsbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Rutland,Danby,NA,U.S. Senate,NA,Republican,Rich Tarrant,102
Caledonia,Danville,NA,U.S. Senate,NA,Republican,Rich Tarrant,147
Orleans,Derby,NA,U.S. Senate,NA,Republican,Rich Tarrant,169
Bennington,Dorset,NA,U.S. Senate,NA,Republican,Rich Tarrant,109
Windham,Dover,NA,U.S. Senate,NA,Republican,Rich Tarrant,42
Windham,Dummerston,NA,U.S. Senate,NA,Republican,Rich Tarrant,36
Washington,Duxbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,31
Essex,E. Haven,NA,U.S. Senate,NA,Republican,Rich Tarrant,32
Washington,E. Montpelier,NA,U.S. Senate,NA,Republican,Rich Tarrant,132
Lamoille,Eden,NA,U.S. Senate,NA,Republican,Rich Tarrant,24
Lamoille,Elmore,NA,U.S. Senate,NA,Republican,Rich Tarrant,23
Franklin,Enosburgh,NA,U.S. Senate,NA,Republican,Rich Tarrant,57
Chittenden,Essex,Chittenden 6-1,U.S. Senate,NA,Republican,Rich Tarrant,313
Chittenden,Essex,Chittenden 6-2,U.S. Senate,NA,Republican,Rich Tarrant,330
Chittenden,Essex,Chittenden 6-3,U.S. Senate,NA,Republican,Rich Tarrant,83
Rutland,Fair Haven,NA,U.S. Senate,NA,Republican,Rich Tarrant,40
Franklin,Fairfax,NA,U.S. Senate,NA,Republican,Rich Tarrant,133
Franklin,Fairfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,42
Orange,Fairlee,NA,U.S. Senate,NA,Republican,Rich Tarrant,35
Washington,Fayston,NA,U.S. Senate,NA,Republican,Rich Tarrant,36
Addison,Ferrisburgh,NA,U.S. Senate,NA,Republican,Rich Tarrant,172
Franklin,Fletcher,NA,U.S. Senate,NA,Republican,Rich Tarrant,25
Franklin,Franklin,NA,U.S. Senate,NA,Republican,Rich Tarrant,63
Franklin,Georgia,NA,U.S. Senate,NA,Republican,Rich Tarrant,176
Orleans,Glover,NA,U.S. Senate,NA,Republican,Rich Tarrant,33
Addison,Goshen,NA,U.S. Senate,NA,Republican,Rich Tarrant,15
Windham,Grafton,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Essex,Granby,NA,U.S. Senate,NA,Republican,Rich Tarrant,12
Grand Isle,Grand Isle,NA,U.S. Senate,NA,Republican,Rich Tarrant,134
Addison,Granville,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Orleans,Greensboro,NA,U.S. Senate,NA,Republican,Rich Tarrant,40
Caledonia,Groton,NA,U.S. Senate,NA,Republican,Rich Tarrant,54
Essex,Guildhall,NA,U.S. Senate,NA,Republican,Rich Tarrant,30
Windham,Guilford,NA,U.S. Senate,NA,Republican,Rich Tarrant,46
Windham,Halifax,NA,U.S. Senate,NA,Republican,Rich Tarrant,23
Addison,Hancock,NA,U.S. Senate,NA,Republican,Rich Tarrant,8
Caledonia,Hardwick,NA,U.S. Senate,NA,Republican,Rich Tarrant,69
Windsor,Hartford,Windsor 6-1,U.S. Senate,NA,Republican,Rich Tarrant,54
Windsor,Hartford,Windsor 6-2,U.S. Senate,NA,Republican,Rich Tarrant,148
Windsor,Hartland,NA,U.S. Senate,NA,Republican,Rich Tarrant,132
Franklin,Highgate,NA,U.S. Senate,NA,Republican,Rich Tarrant,77
Chittenden,Hinesburg,Chittenden 1-1,U.S. Senate,NA,Republican,Rich Tarrant,116
Chittenden,Hinesburg,Chittenden 1-2,U.S. Senate,NA,Republican,Rich Tarrant,4
Orleans,Holland,NA,U.S. Senate,NA,Republican,Rich Tarrant,28
Rutland,Hubbardton,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Chittenden,Huntington,NA,U.S. Senate,NA,Republican,Rich Tarrant,53
Lamoille,Hyde Park,NA,U.S. Senate,NA,Republican,Rich Tarrant,91
Rutland,Ira,Rutland Rutland 1-1,U.S. Senate,NA,Republican,Rich Tarrant,1
Rutland,Ira,Rutland Rutland 1-2,U.S. Senate,NA,Republican,Rich Tarrant,9
Orleans,Irasburg,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Grand Isle,Isle La Motte,NA,U.S. Senate,NA,Republican,Rich Tarrant,36
Windham,Jamaica,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Orleans,Jay,NA,U.S. Senate,NA,Republican,Rich Tarrant,26
Chittenden,Jericho,NA,U.S. Senate,NA,Republican,Rich Tarrant,247
Lamoille,Johnson,NA,U.S. Senate,NA,Republican,Rich Tarrant,49
Rutland,Killington,NA,U.S. Senate,NA,Republican,Rich Tarrant,55
Caledonia,Kirby,NA,U.S. Senate,NA,Republican,Rich Tarrant,15
Bennington,Landgrove,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Addison,Leicester,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Essex,Lemington,NA,U.S. Senate,NA,Republican,Rich Tarrant,5
Addison,Lincoln,NA,U.S. Senate,NA,Republican,Rich Tarrant,55
Windham,Londonderry,NA,U.S. Senate,NA,Republican,Rich Tarrant,55
Orleans,Lowell,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Windsor,Ludlow,NA,U.S. Senate,NA,Republican,Rich Tarrant,83
Essex,Lunenburg,NA,U.S. Senate,NA,Republican,Rich Tarrant,60
Caledonia,Lyndon,NA,U.S. Senate,NA,Republican,Rich Tarrant,197
Essex,Maidstone,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Bennington,Manchester,NA,U.S. Senate,NA,Republican,Rich Tarrant,185
Windham,Marlboro,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Washington,Marshfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,38
Rutland,Mendon,NA,U.S. Senate,NA,Republican,Rich Tarrant,64
Addison,Middlebury,NA,U.S. Senate,NA,Republican,Rich Tarrant,181
Washington,Middlesex,NA,U.S. Senate,NA,Republican,Rich Tarrant,52
Rutland,Middletown Springs,NA,U.S. Senate,NA,Republican,Rich Tarrant,30
Chittenden,Milton,Chittenden 9,U.S. Senate,NA,Republican,Rich Tarrant,271
Chittenden,Milton,Grand Isle-Chittenden 1-1,U.S. Senate,NA,Republican,Rich Tarrant,56
Addison,Monkton,NA,U.S. Senate,NA,Republican,Rich Tarrant,56
Franklin,Montgomery,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Washington,Montpelier,NA,U.S. Senate,NA,Republican,Rich Tarrant,310
Washington,Moretown,NA,U.S. Senate,NA,Republican,Rich Tarrant,58
Orleans,Morgan,NA,U.S. Senate,NA,Republican,Rich Tarrant,52
Lamoille,Morristown,NA,U.S. Senate,NA,Republican,Rich Tarrant,137
Rutland,Mount Holly,NA,U.S. Senate,NA,Republican,Rich Tarrant,46
Rutland,Mount Tabor,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Addison,New Haven,NA,U.S. Senate,NA,Republican,Rich Tarrant,74
Caledonia,Newark,NA,U.S. Senate,NA,Republican,Rich Tarrant,31
Orange,Newbury,Center Town House,U.S. Senate,NA,Republican,Rich Tarrant,45
Orange,Newbury,Town Office,U.S. Senate,NA,Republican,Rich Tarrant,25
Orange,Newbury,West River Village,U.S. Senate,NA,Republican,Rich Tarrant,13
Windham,Newfane,NA,U.S. Senate,NA,Republican,Rich Tarrant,41
Orleans,Newport City,NA,U.S. Senate,NA,Republican,Rich Tarrant,205
Orleans,Newport Town,NA,U.S. Senate,NA,Republican,Rich Tarrant,78
Grand Isle,N. Hero,NA,U.S. Senate,NA,Republican,Rich Tarrant,73
Washington,Northfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,229
Essex,Norton,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Windsor,Norwich,NA,U.S. Senate,NA,Republican,Rich Tarrant,52
Orange,Orange,NA,U.S. Senate,NA,Republican,Rich Tarrant,67
Addison,Orwell,NA,U.S. Senate,NA,Republican,Rich Tarrant,67
Addison,Panton,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Rutland,Pawlet,NA,U.S. Senate,NA,Republican,Rich Tarrant,46
Caledonia,Peacham,NA,U.S. Senate,NA,Republican,Rich Tarrant,36
Bennington,Peru,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Rutland,Pittsfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,37
Rutland,Pittsford,NA,U.S. Senate,NA,Republican,Rich Tarrant,77
Washington,Plainfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,38
Windsor,Plymouth,NA,U.S. Senate,NA,Republican,Rich Tarrant,21
Windsor,Pomfret,NA,U.S. Senate,NA,Republican,Rich Tarrant,33
Rutland,Poultney,NA,U.S. Senate,NA,Republican,Rich Tarrant,162
Bennington,Pownal,NA,U.S. Senate,NA,Republican,Rich Tarrant,98
Rutland,Proctor,NA,U.S. Senate,NA,Republican,Rich Tarrant,51
Windham,Putney,NA,U.S. Senate,NA,Republican,Rich Tarrant,26
Orange,Randolph,NA,U.S. Senate,NA,Republican,Rich Tarrant,241
Windsor,Reading,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Bennington,Readsboro,NA,U.S. Senate,NA,Republican,Rich Tarrant,20
Franklin,Richford,NA,U.S. Senate,NA,Republican,Rich Tarrant,57
Chittenden,Richmond,NA,U.S. Senate,NA,Republican,Rich Tarrant,164
Addison,Ripton,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Windsor,Rochester,NA,U.S. Senate,NA,Republican,Rich Tarrant,46
Windham,Rockingham,NA,U.S. Senate,NA,Republican,Rich Tarrant,82
Washington,Roxbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,20
Windsor,Royalton,NA,U.S. Senate,NA,Republican,Rich Tarrant,62
Bennington,Rupert,NA,U.S. Senate,NA,Republican,Rich Tarrant,26
Rutland,Rutland City,Rutland 5-1,U.S. Senate,NA,Republican,Rich Tarrant,148
Rutland,Rutland City,Rutland 5-2,U.S. Senate,NA,Republican,Rich Tarrant,126
Rutland,Rutland City,Rutland 5-3,U.S. Senate,NA,Republican,Rich Tarrant,44
Rutland,Rutland City,Rutland 5-4,U.S. Senate,NA,Republican,Rich Tarrant,106
Rutland,Rutland Town,Elem. School,U.S. Senate,NA,Republican,Rich Tarrant,182
Rutland,Rutland Town,Town Hall,U.S. Senate,NA,Republican,Rich Tarrant,82
Caledonia,Ryegate,NA,U.S. Senate,NA,Republican,Rich Tarrant,44
Franklin,Salisbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,48
Franklin,Sandgate,NA,U.S. Senate,NA,Republican,Rich Tarrant,25
Chittenden,Searsburg,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Caledonia,Shaftsbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,174
Addison,Sharon,NA,U.S. Senate,NA,Republican,Rich Tarrant,31
Bennington,Sheffield,NA,U.S. Senate,NA,Republican,Rich Tarrant,14
Bennington,Shelburne,Chittenden 5-1,U.S. Senate,NA,Republican,Rich Tarrant,245
Bennington,Shelburne,Chittenden 5-2,U.S. Senate,NA,Republican,Rich Tarrant,225
Bennington,Sheldon,NA,U.S. Senate,NA,Republican,Rich Tarrant,60
Windsor,Shoreham,NA,U.S. Senate,NA,Republican,Rich Tarrant,51
Caledonia,Shrewsbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,38
Chittenden,S. Burlington,Chittenden 3-10,U.S. Senate,NA,Republican,Rich Tarrant,131
Chittenden,S. Burlington,Chittenden 3-7,U.S. Senate,NA,Republican,Rich Tarrant,224
Chittenden,S. Burlington,Chittenden 3-8,U.S. Senate,NA,Republican,Rich Tarrant,297
Chittenden,S. Burlington,Chittenden 3-9,U.S. Senate,NA,Republican,Rich Tarrant,200
Franklin,S. Hero,NA,U.S. Senate,NA,Republican,Rich Tarrant,136
Addison,Springfield,Windsor 1-1,U.S. Senate,NA,Republican,Rich Tarrant,0
Addison,Springfield,Windsor 1-2,U.S. Senate,NA,Republican,Rich Tarrant,214
Rutland,St. Albans City,NA,U.S. Senate,NA,Republican,Rich Tarrant,203
Chittenden,St. Albans Town,NA,U.S. Senate,NA,Republican,Rich Tarrant,267
Grand Isle,St. George,NA,U.S. Senate,NA,Republican,Rich Tarrant,17
Windsor,St. Johnsbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,293
Bennington,Stamford,NA,U.S. Senate,NA,Republican,Rich Tarrant,21
Caledonia,Stannard,NA,U.S. Senate,NA,Republican,Rich Tarrant,9
Addison,Starksboro,NA,U.S. Senate,NA,Republican,Rich Tarrant,35
Windsor,Stockbridge,NA,U.S. Senate,NA,Republican,Rich Tarrant,26
Lamoille,Stowe,NA,U.S. Senate,NA,Republican,Rich Tarrant,237
Orange,Strafford,NA,U.S. Senate,NA,Republican,Rich Tarrant,30
Windham,Stratton,NA,U.S. Senate,NA,Republican,Rich Tarrant,9
Rutland,Sudbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,23
Bennington,Sunderland,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Caledonia,Sutton,NA,U.S. Senate,NA,Republican,Rich Tarrant,44
Franklin,Swanton,NA,U.S. Senate,NA,Republican,Rich Tarrant,325
Orange,Thetford,NA,U.S. Senate,NA,Republican,Rich Tarrant,35
Rutland,Tinmouth,NA,U.S. Senate,NA,Republican,Rich Tarrant,19
Orange,Topsham,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Windham,Townshend,NA,U.S. Senate,NA,Republican,Rich Tarrant,37
Orleans,Troy,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Orange,Tunbridge,NA,U.S. Senate,NA,Republican,Rich Tarrant,70
Chittenden,Underhill,NA,U.S. Senate,NA,Republican,Rich Tarrant,153
Addison,Vergennes,NA,U.S. Senate,NA,Republican,Rich Tarrant,104
Windham,Vernon,NA,U.S. Senate,NA,Republican,Rich Tarrant,121
Orange,Vershire,NA,U.S. Senate,NA,Republican,Rich Tarrant,34
Essex,Victory,NA,U.S. Senate,NA,Republican,Rich Tarrant,7
Washington,Waitsfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,74
Caledonia,Walden,NA,U.S. Senate,NA,Republican,Rich Tarrant,32
Rutland,Wallingford,NA,U.S. Senate,NA,Republican,Rich Tarrant,80
Addison,Waltham,NA,U.S. Senate,NA,Republican,Rich Tarrant,21
Windham,Wardsboro,NA,U.S. Senate,NA,Republican,Rich Tarrant,21
Washington,Warren,NA,U.S. Senate,NA,Republican,Rich Tarrant,61
Orange,Washington,NA,U.S. Senate,NA,Republican,Rich Tarrant,43
Washington,Waterbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,127
Caledonia,Waterford,NA,U.S. Senate,NA,Republican,Rich Tarrant,85
Lamoille,Waterville,NA,U.S. Senate,NA,Republican,Rich Tarrant,25
Windsor,Weathersfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,70
Rutland,Wells,NA,U.S. Senate,NA,Republican,Rich Tarrant,25
Orange,W. Fairlee,NA,U.S. Senate,NA,Republican,Rich Tarrant,17
Rutland,W. Haven,NA,U.S. Senate,NA,Republican,Rich Tarrant,9
Rutland,W. Rutland,NA,U.S. Senate,NA,Republican,Rich Tarrant,65
Windsor,W. Windsor,NA,U.S. Senate,NA,Republican,Rich Tarrant,51
Orleans,Westfield,NA,U.S. Senate,NA,Republican,Rich Tarrant,22
Chittenden,Westford,NA,U.S. Senate,NA,Republican,Rich Tarrant,67
Windham,Westminster,Windham 4,U.S. Senate,NA,Republican,Rich Tarrant,4
Windham,Westminster,Windham 5,U.S. Senate,NA,Republican,Rich Tarrant,60
Orleans,Westmore,NA,U.S. Senate,NA,Republican,Rich Tarrant,13
Windsor,Weston,NA,U.S. Senate,NA,Republican,Rich Tarrant,27
Addison,Weybridge,NA,U.S. Senate,NA,Republican,Rich Tarrant,37
Caledonia,Wheelock,NA,U.S. Senate,NA,Republican,Rich Tarrant,27
Addison,Whiting,NA,U.S. Senate,NA,Republican,Rich Tarrant,10
Windham,Whitingham,NA,U.S. Senate,NA,Republican,Rich Tarrant,47
Orange,Williamstown,NA,U.S. Senate,NA,Republican,Rich Tarrant,86
Chittenden,Williston,NA,U.S. Senate,NA,Republican,Rich Tarrant,429
Windham,Wilmington,NA,U.S. Senate,NA,Republican,Rich Tarrant,77
Windham,Windham,NA,U.S. Senate,NA,Republican,Rich Tarrant,7
Windsor,Windsor,NA,U.S. Senate,NA,Republican,Rich Tarrant,74
Bennington,Winhall,NA,U.S. Senate,NA,Republican,Rich Tarrant,44
Chittenden,Winooski,NA,U.S. Senate,NA,Republican,Rich Tarrant,150
Lamoille,Wolcott,NA,U.S. Senate,NA,Republican,Rich Tarrant,33
Washington,Woodbury,NA,U.S. Senate,NA,Republican,Rich Tarrant,44
Bennington,Woodford,NA,U.S. Senate,NA,Republican,Rich Tarrant,13
Windsor,Woodstock,NA,U.S. Senate,NA,Republican,Rich Tarrant,159
Washington,Worcester,NA,U.S. Senate,NA,Republican,Rich Tarrant,30
Addison,Addison,NA,U.S. Senate,NA,Republican,Greg Parke,68
Orleans,Albany,NA,U.S. Senate,NA,Republican,Greg Parke,23
Grand Isle,Alburgh,NA,U.S. Senate,NA,Republican,Greg Parke,40
Windsor,Andover,NA,U.S. Senate,NA,Republican,Greg Parke,7
Bennington,Arlington,NA,U.S. Senate,NA,Republican,Greg Parke,25
Windham,Athens,NA,U.S. Senate,NA,Republican,Greg Parke,3
Franklin,Bakersfield,NA,U.S. Senate,NA,Republican,Greg Parke,24
Windsor,Baltimore,NA,U.S. Senate,NA,Republican,Greg Parke,3
Windsor,Barnard,NA,U.S. Senate,NA,Republican,Greg Parke,13
Caledonia,Barnet,NA,U.S. Senate,NA,Republican,Greg Parke,35
Washington,Barre City,Washington 3-1,U.S. Senate,NA,Republican,Greg Parke,103
Washington,Barre City,Washington 3-2,U.S. Senate,NA,Republican,Greg Parke,101
Washington,Barre City,Washington 3-3,U.S. Senate,NA,Republican,Greg Parke,17
Washington,Barre Town,NA,U.S. Senate,NA,Republican,Greg Parke,221
Orleans,Barton,NA,U.S. Senate,NA,Republican,Greg Parke,40
Lamoille,Belvidere,NA,U.S. Senate,NA,Republican,Greg Parke,8
Bennington,Bennington,Bennington 2-1,U.S. Senate,NA,Republican,Greg Parke,35
Bennington,Bennington,Bennington 2-1 Nb,U.S. Senate,NA,Republican,Greg Parke,10
Bennington,Bennington,Bennington 2-2,U.S. Senate,NA,Republican,Greg Parke,51
Bennington,Bennington,Bennington 5,U.S. Senate,NA,Republican,Greg Parke,0
Rutland,Benson,NA,U.S. Senate,NA,Republican,Greg Parke,14
Franklin,Berkshire,NA,U.S. Senate,NA,Republican,Greg Parke,12
Washington,Berlin,NA,U.S. Senate,NA,Republican,Greg Parke,70
Windsor,Bethel,NA,U.S. Senate,NA,Republican,Greg Parke,26
Essex,Bloomfield,NA,U.S. Senate,NA,Republican,Greg Parke,1
Chittenden,Bolton,NA,U.S. Senate,NA,Republican,Greg Parke,27
Orange,Bradford,NA,U.S. Senate,NA,Republican,Greg Parke,50
Orange,Braintree,NA,U.S. Senate,NA,Republican,Greg Parke,27
Rutland,Brandon,NA,U.S. Senate,NA,Republican,Greg Parke,111
Windham,Brattleboro,Windham 3-1,U.S. Senate,NA,Republican,Greg Parke,35
Windham,Brattleboro,Windham 3-2,U.S. Senate,NA,Republican,Greg Parke,10
Windham,Brattleboro,Windham 3-3,U.S. Senate,NA,Republican,Greg Parke,18
Windsor,Bridgewater,NA,U.S. Senate,NA,Republican,Greg Parke,17
Addison,Bridport,NA,U.S. Senate,NA,Republican,Greg Parke,55
Essex,Brighton,NA,U.S. Senate,NA,Republican,Greg Parke,27
Addison,Bristol,NA,U.S. Senate,NA,Republican,Greg Parke,100
Orange,Brookfield,NA,U.S. Senate,NA,Republican,Greg Parke,32
Windham,Brookline,NA,U.S. Senate,NA,Republican,Greg Parke,2
Orleans,Brownington,NA,U.S. Senate,NA,Republican,Greg Parke,7
Essex,Brunswick,NA,U.S. Senate,NA,Republican,Greg Parke,4
Caledonia,Burke,NA,U.S. Senate,NA,Republican,Greg Parke,32
Chittenden,Burlington,Chittenden 3-1,U.S. Senate,NA,Republican,Greg Parke,141
Chittenden,Burlington,Chittenden 3-2,U.S. Senate,NA,Republican,Greg Parke,65
Chittenden,Burlington,Chittenden 3-3,U.S. Senate,NA,Republican,Greg Parke,45
Chittenden,Burlington,Chittenden 3-4,U.S. Senate,NA,Republican,Greg Parke,43
Chittenden,Burlington,Chittenden 3-5,U.S. Senate,NA,Republican,Greg Parke,81
Chittenden,Burlington,Chittenden 3-6,U.S. Senate,NA,Republican,Greg Parke,14
Washington,Cabot,NA,U.S. Senate,NA,Republican,Greg Parke,24
Washington,Calais,NA,U.S. Senate,NA,Republican,Greg Parke,41
Lamoille,Cambridge,NA,U.S. Senate,NA,Republican,Greg Parke,72
Essex,Canaan,NA,U.S. Senate,NA,Republican,Greg Parke,9
Rutland,Castleton,NA,U.S. Senate,NA,Republican,Greg Parke,65
Windsor,Cavendish,NA,U.S. Senate,NA,Republican,Greg Parke,21
Orleans,Charleston,NA,U.S. Senate,NA,Republican,Greg Parke,14
Chittenden,Charlotte,NA,U.S. Senate,NA,Republican,Greg Parke,62
Orange,Chelsea,NA,U.S. Senate,NA,Republican,Greg Parke,22
Windsor,Chester,NA,U.S. Senate,NA,Republican,Greg Parke,45
Rutland,Chittenden,NA,U.S. Senate,NA,Republican,Greg Parke,37
Rutland,Clarendon,NA,U.S. Senate,NA,Republican,Greg Parke,62
Chittenden,Colchester,Chittenden 7-1,U.S. Senate,NA,Republican,Greg Parke,109
Chittenden,Colchester,Chittenden 7-2,U.S. Senate,NA,Republican,Greg Parke,148
Essex,Concord,NA,U.S. Senate,NA,Republican,Greg Parke,21
Orange,Corinth,NA,U.S. Senate,NA,Republican,Greg Parke,21
Addison,Cornwall,NA,U.S. Senate,NA,Republican,Greg Parke,29
Orleans,Coventry,NA,U.S. Senate,NA,Republican,Greg Parke,32
Orleans,Craftsbury,NA,U.S. Senate,NA,Republican,Greg Parke,36
Rutland,Danby,NA,U.S. Senate,NA,Republican,Greg Parke,42
Caledonia,Danville,NA,U.S. Senate,NA,Republican,Greg Parke,50
Orleans,Derby,NA,U.S. Senate,NA,Republican,Greg Parke,62
Bennington,Dorset,NA,U.S. Senate,NA,Republican,Greg Parke,18
Windham,Dover,NA,U.S. Senate,NA,Republican,Greg Parke,15
