county,town,precinct,office,district,party,candidate,votes
Chittenden,Burlington,Chittenden 6-1,Attorney General,NA,Democratic,William H. Sorrell,"1,828"
Chittenden,Burlington,Chittenden 6-2,Attorney General,NA,Democratic,William H. Sorrell,"1,060"
Chittenden,Burlington,Chittenden 6-3,Attorney General,NA,Democratic,William H. Sorrell,"1,082"
Chittenden,Burlington,Chittenden 6-4,Attorney General,NA,Democratic,William H. Sorrell,808
Chittenden,Burlington,Chittenden 6-5,Attorney General,NA,Democratic,William H. Sorrell,"1,957"
Chittenden,Burlington,Chittenden 6-6,Attorney General,NA,Democratic,William H. Sorrell,274
Chittenden,Burlington,Chittenden 6-7,Attorney General,NA,Democratic,William H. Sorrell,29
Washington,Cabot,NA,Attorney General,NA,Democratic,William H. Sorrell,237
Washington,Calais,NA,Attorney General,NA,Democratic,William H. Sorrell,453
Lamoille,Cambridge,NA,Attorney General,NA,Democratic,William H. Sorrell,637
Essex,Canaan,NA,Attorney General,NA,Democratic,William H. Sorrell,98
Rutland,Castleton,NA,Attorney General,NA,Democratic,William H. Sorrell,456
Windsor,Cavendish,NA,Attorney General,NA,Democratic,William H. Sorrell,213
Orleans,Charleston,NA,Attorney General,NA,Democratic,William H. Sorrell,136
Chittenden,Charlotte,NA,Attorney General,NA,Democratic,William H. Sorrell,907
Orange,Chelsea,NA,Attorney General,NA,Democratic,William H. Sorrell,198
Windsor,Chester,NA,Attorney General,NA,Democratic,William H. Sorrell,499
Rutland,Chittenden,NA,Attorney General,NA,Democratic,William H. Sorrell,255
Rutland,Clarendon,NA,Attorney General,NA,Democratic,William H. Sorrell,328
Chittenden,Colchester,Chittenden 9-1,Attorney General,NA,Democratic,William H. Sorrell,"1,094"
Chittenden,Colchester,Chittenden 9-2,Attorney General,NA,Democratic,William H. Sorrell,"1,424"
Essex,Concord,NA,Attorney General,NA,Democratic,William H. Sorrell,128
Orange,Corinth,NA,Attorney General,NA,Democratic,William H. Sorrell,229
Addison,Cornwall,NA,Attorney General,NA,Democratic,William H. Sorrell,313
Orleans,Coventry,NA,Attorney General,NA,Democratic,William H. Sorrell,171
Orleans,Craftsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,267
Rutland,Danby,NA,Attorney General,NA,Democratic,William H. Sorrell,167
Caledonia,Danville,NA,Attorney General,NA,Democratic,William H. Sorrell,418
Orleans,Derby,NA,Attorney General,NA,Democratic,William H. Sorrell,719
Bennington,Dorset,NA,Attorney General,NA,Democratic,William H. Sorrell,420
Windham,Dover,NA,Attorney General,NA,Democratic,William H. Sorrell,209
Windham,Dummerston,NA,Attorney General,NA,Democratic,William H. Sorrell,487
Washington,Duxbury,NA,Attorney General,NA,Democratic,William H. Sorrell,284
Essex,E. Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,34
Washington,E. Montpelier,NA,Attorney General,NA,Democratic,William H. Sorrell,684
Lamoille,Eden,NA,Attorney General,NA,Democratic,William H. Sorrell,148
Lamoille,Elmore,NA,Attorney General,NA,Democratic,William H. Sorrell,219
Franklin,Enosburgh,NA,Attorney General,NA,Democratic,William H. Sorrell,553
Chittenden,Essex,Chittenden 8-1,Attorney General,NA,Democratic,William H. Sorrell,"1,332"
Chittenden,Essex,Chittenden 8-2,Attorney General,NA,Democratic,William H. Sorrell,"1,618"
Chittenden,Essex,Chittenden 8-3,Attorney General,NA,Democratic,William H. Sorrell,492
Rutland,Fair Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,323
Franklin,Fairfax,NA,Attorney General,NA,Democratic,William H. Sorrell,714
Franklin,Fairfield,NA,Attorney General,NA,Democratic,William H. Sorrell,379
Orange,Fairlee,NA,Attorney General,NA,Democratic,William H. Sorrell,221
Washington,Fayston,NA,Attorney General,NA,Democratic,William H. Sorrell,333
Addison,Ferrisburgh,NA,Attorney General,NA,Democratic,William H. Sorrell,571
Franklin,Fletcher,NA,Attorney General,NA,Democratic,William H. Sorrell,194
Franklin,Franklin,NA,Attorney General,NA,Democratic,William H. Sorrell,226
Franklin,Georgia,NA,Attorney General,NA,Democratic,William H. Sorrell,657
Orleans,Glover,NA,Attorney General,NA,Democratic,William H. Sorrell,249
Addison,Goshen,NA,Attorney General,NA,Democratic,William H. Sorrell,43
Windham,Grafton,NA,Attorney General,NA,Democratic,William H. Sorrell,122
Essex,Granby,NA,Attorney General,NA,Democratic,William H. Sorrell,13
Grand Isle,Grand Isle,NA,Attorney General,NA,Democratic,William H. Sorrell,513
Addison,Granville,NA,Attorney General,NA,Democratic,William H. Sorrell,67
Orleans,Greensboro,NA,Attorney General,NA,Democratic,William H. Sorrell,188
Caledonia,Groton,NA,Attorney General,NA,Democratic,William H. Sorrell,119
Essex,Guildhall,NA,Attorney General,NA,Democratic,William H. Sorrell,48
Windham,Guilford,NA,Attorney General,NA,Democratic,William H. Sorrell,421
Windham,Halifax,NA,Attorney General,NA,Democratic,William H. Sorrell,113
Addison,Hancock,NA,Attorney General,NA,Democratic,William H. Sorrell,59
Caledonia,Hardwick,NA,Attorney General,NA,Democratic,William H. Sorrell,512
Windsor,Hartford,Windsor 4-1,Attorney General,NA,Democratic,William H. Sorrell,368
Windsor,Hartford,Windsor 4-2,Attorney General,NA,Democratic,William H. Sorrell,"1,359"
Windsor,Hartland,NA,Attorney General,NA,Democratic,William H. Sorrell,641
Franklin,Highgate,NA,Attorney General,NA,Democratic,William H. Sorrell,471
Chittenden,Hinesburg,Chittenden 4-1,Attorney General,NA,Democratic,William H. Sorrell,11
Chittenden,Hinesburg,Chittenden 4-2,Attorney General,NA,Democratic,William H. Sorrell,"1,047"
Orleans,Holland,NA,Attorney General,NA,Democratic,William H. Sorrell,72
Rutland,Hubbardton,NA,Attorney General,NA,Democratic,William H. Sorrell,95
Chittenden,Huntington,NA,Attorney General,NA,Democratic,William H. Sorrell,571
Lamoille,Hyde Park,NA,Attorney General,NA,Democratic,William H. Sorrell,696
Rutland,Ira,NA,Attorney General,NA,Democratic,William H. Sorrell,66
Orleans,Irasburg,NA,Attorney General,NA,Democratic,William H. Sorrell,133
Grand Isle,Isle La Motte,NA,Attorney General,NA,Democratic,William H. Sorrell,113
Windham,Jamaica,NA,Attorney General,NA,Democratic,William H. Sorrell,154
Orleans,Jay,NA,Attorney General,NA,Democratic,William H. Sorrell,68
Chittenden,Jericho,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,248"
Lamoille,Johnson,NA,Attorney General,NA,Democratic,William H. Sorrell,435
Rutland,Killington,NA,Attorney General,NA,Democratic,William H. Sorrell,184
Caledonia,Kirby,NA,Attorney General,NA,Democratic,William H. Sorrell,79
Bennington,Landgrove,NA,Attorney General,NA,Democratic,William H. Sorrell,42
Addison,Leicester,NA,Attorney General,NA,Democratic,William H. Sorrell,145
Essex,Lemington,NA,Attorney General,NA,Democratic,William H. Sorrell,15
Addison,Lincoln,NA,Attorney General,NA,Democratic,William H. Sorrell,409
Windham,Londonderry,NA,Attorney General,NA,Democratic,William H. Sorrell,232
Orleans,Lowell,NA,Attorney General,NA,Democratic,William H. Sorrell,111
Windsor,Ludlow,NA,Attorney General,NA,Democratic,William H. Sorrell,322
Essex,Lunenburg,NA,Attorney General,NA,Democratic,William H. Sorrell,120
Caledonia,Lyndon,NA,Attorney General,NA,Democratic,William H. Sorrell,530
Essex,Maidstone,NA,Attorney General,NA,Democratic,William H. Sorrell,17
Bennington,Manchester,NA,Attorney General,NA,Democratic,William H. Sorrell,768
Windham,Marlboro,NA,Attorney General,NA,Democratic,William H. Sorrell,257
Washington,Marshfield,NA,Attorney General,NA,Democratic,William H. Sorrell,318
Rutland,Mendon,NA,Attorney General,NA,Democratic,William H. Sorrell,188
Addison,Middlebury,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,529"
Washington,Middlesex,NA,Attorney General,NA,Democratic,William H. Sorrell,579
Rutland,Middletown Springs,NA,Attorney General,NA,Democratic,William H. Sorrell,186
Chittenden,Milton,Chittenden 10,Attorney General,NA,Democratic,William H. Sorrell,"1,115"
Chittenden,Milton,Grand Isle-Chittenden,Attorney General,NA,Democratic,William H. Sorrell,180
Addison,Monkton,NA,Attorney General,NA,Democratic,William H. Sorrell,539
Franklin,Montgomery,NA,Attorney General,NA,Democratic,William H. Sorrell,273
Washington,Montpelier,NA,Attorney General,NA,Democratic,William H. Sorrell,"2,308"
Washington,Moretown,NA,Attorney General,NA,Democratic,William H. Sorrell,419
Orleans,Morgan,NA,Attorney General,NA,Democratic,William H. Sorrell,81
Lamoille,Morristown,NA,Attorney General,NA,Democratic,William H. Sorrell,950
Rutland,Mount Holly,NA,Attorney General,NA,Democratic,William H. Sorrell,240
Rutland,Mount Tabor,NA,Attorney General,NA,Democratic,William H. Sorrell,25
Addison,New Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,472
Caledonia,Newark,NA,Attorney General,NA,Democratic,William H. Sorrell,82
Orange,Newbury,NA,Attorney General,NA,Democratic,William H. Sorrell,329
Windham,Newfane,NA,Attorney General,NA,Democratic,William H. Sorrell,416
Orleans,Newport City,NA,Attorney General,NA,Democratic,William H. Sorrell,562
Orleans,Newport Town,NA,Attorney General,NA,Democratic,William H. Sorrell,205
Grand Isle,N. Hero,NA,Attorney General,NA,Democratic,William H. Sorrell,207
Washington,Northfield,NA,Attorney General,NA,Democratic,William H. Sorrell,713
Essex,Norton,NA,Attorney General,NA,Democratic,William H. Sorrell,17
Windsor,Norwich,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,059"
Orange,Orange,NA,Attorney General,NA,Democratic,William H. Sorrell,146
Addison,Orwell,NA,Attorney General,NA,Democratic,William H. Sorrell,190
Addison,Panton,NA,Attorney General,NA,Democratic,William H. Sorrell,125
Rutland,Pawlet,NA,Attorney General,NA,Democratic,William H. Sorrell,273
Caledonia,Peacham,NA,Attorney General,NA,Democratic,William H. Sorrell,211
Bennington,Peru,NA,Attorney General,NA,Democratic,William H. Sorrell,77
Rutland,Pittsfield,NA,Attorney General,NA,Democratic,William H. Sorrell,92
Rutland,Pittsford,NA,Attorney General,NA,Democratic,William H. Sorrell,465
Washington,Plainfield,NA,Attorney General,NA,Democratic,William H. Sorrell,296
Windsor,Plymouth,NA,Attorney General,NA,Democratic,William H. Sorrell,109
Windsor,Pomfret,NA,Attorney General,NA,Democratic,William H. Sorrell,263
Rutland,Poultney,NA,Attorney General,NA,Democratic,William H. Sorrell,416
Bennington,Pownal,NA,Attorney General,NA,Democratic,William H. Sorrell,623
Rutland,Proctor,NA,Attorney General,NA,Democratic,William H. Sorrell,273
Windham,Putney,NA,Attorney General,NA,Democratic,William H. Sorrell,583
Orange,Randolph,NA,Attorney General,NA,Democratic,William H. Sorrell,890
Windsor,Reading,NA,Attorney General,NA,Democratic,William H. Sorrell,129
Bennington,Readsboro,NA,Attorney General,NA,Democratic,William H. Sorrell,117
Franklin,Richford,NA,Attorney General,NA,Democratic,William H. Sorrell,285
Chittenden,Richmond,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,089"
Addison,Ripton,NA,Attorney General,NA,Democratic,William H. Sorrell,177
Windsor,Rochester,NA,Attorney General,NA,Democratic,William H. Sorrell,256
Windham,Rockingham,NA,Attorney General,NA,Democratic,William H. Sorrell,773
Washington,Roxbury,NA,Attorney General,NA,Democratic,William H. Sorrell,125
Windsor,Royalton,NA,Attorney General,NA,Democratic,William H. Sorrell,445
Bennington,Rupert,NA,Attorney General,NA,Democratic,William H. Sorrell,127
Rutland,Rutland City,Rutland 5-1,Attorney General,NA,Democratic,William H. Sorrell,729
Rutland,Rutland City,Rutland 5-2,Attorney General,NA,Democratic,William H. Sorrell,594
Rutland,Rutland City,Rutland 5-3,Attorney General,NA,Democratic,William H. Sorrell,356
Rutland,Rutland City,Rutland 5-4,Attorney General,NA,Democratic,William H. Sorrell,587
Rutland,Rutland Town,NA,Attorney General,NA,Democratic,William H. Sorrell,725
Caledonia,Ryegate,NA,Attorney General,NA,Democratic,William H. Sorrell,196
Franklin,Salisbury,NA,Attorney General,NA,Democratic,William H. Sorrell,164
Franklin,Sandgate,NA,Attorney General,NA,Democratic,William H. Sorrell,68
Chittenden,Searsburg,NA,Attorney General,NA,Democratic,William H. Sorrell,7
Caledonia,Shaftsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,524
Addison,Sharon,NA,Attorney General,NA,Democratic,William H. Sorrell,285
Bennington,Sheffield,NA,Attorney General,NA,Democratic,William H. Sorrell,79
Bennington,Shelburne,Chittenden 5-1,Attorney General,NA,Democratic,William H. Sorrell,"1,047"
Bennington,Shelburne,Chittenden 5-2,Attorney General,NA,Democratic,William H. Sorrell,764
Bennington,Sheldon,NA,Attorney General,NA,Democratic,William H. Sorrell,263
Windsor,Shoreham,NA,Attorney General,NA,Democratic,William H. Sorrell,230
Caledonia,Shrewsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,254
Chittenden,S. Burlington,Chittenden 7-1,Attorney General,NA,Democratic,William H. Sorrell,942
Chittenden,S. Burlington,Chittenden 7-2,Attorney General,NA,Democratic,William H. Sorrell,986
Chittenden,S. Burlington,Chittenden 7-3,Attorney General,NA,Democratic,William H. Sorrell,794
Chittenden,S. Burlington,Chittenden 7-4,Attorney General,NA,Democratic,William H. Sorrell,799
Franklin,S. Hero,NA,Attorney General,NA,Democratic,William H. Sorrell,499
Addison,Springfield,Windsor 3-1,Attorney General,NA,Democratic,William H. Sorrell,43
Addison,Springfield,Windsor 3-2,Attorney General,NA,Democratic,William H. Sorrell,"1,016"
Rutland,St. Albans City,NA,Attorney General,NA,Democratic,William H. Sorrell,958
Chittenden,St. Albans Town,Franklin 3-1,Attorney General,NA,Democratic,William H. Sorrell,310
Chittenden,St. Albans Town,Franklin 3-2,Attorney General,NA,Democratic,William H. Sorrell,648
Grand Isle,St. George,NA,Attorney General,NA,Democratic,William H. Sorrell,133
Windsor,St. Johnsbury,NA,Attorney General,NA,Democratic,William H. Sorrell,984
Bennington,Stamford,NA,Attorney General,NA,Democratic,William H. Sorrell,107
Caledonia,Stannard,NA,Attorney General,NA,Democratic,William H. Sorrell,55
Addison,Starksboro,NA,Attorney General,NA,Democratic,William H. Sorrell,404
Windsor,Stockbridge,NA,Attorney General,NA,Democratic,William H. Sorrell,124
Lamoille,Stowe,NA,Attorney General,NA,Democratic,William H. Sorrell,794
Orange,Strafford,NA,Attorney General,NA,Democratic,William H. Sorrell,317
Windham,Stratton,NA,Attorney General,NA,Democratic,William H. Sorrell,29
Rutland,Sudbury,NA,Attorney General,NA,Democratic,William H. Sorrell,130
Bennington,Sunderland,Bennington 3,Attorney General,NA,Democratic,William H. Sorrell,45
Bennington,Sunderland,Bennington 4,Attorney General,NA,Democratic,William H. Sorrell,112
Caledonia,Sutton,NA,Attorney General,NA,Democratic,William H. Sorrell,109
Franklin,Swanton,NA,Attorney General,NA,Democratic,William H. Sorrell,795
Orange,Thetford,NA,Attorney General,NA,Democratic,William H. Sorrell,700
Rutland,Tinmouth,Rutland 2,Attorney General,NA,Democratic,William H. Sorrell,30
Rutland,Tinmouth,Rutland-Bennington,Attorney General,NA,Democratic,William H. Sorrell,78
Orange,Topsham,NA,Attorney General,NA,Democratic,William H. Sorrell,125
Windham,Townshend,NA,Attorney General,NA,Democratic,William H. Sorrell,204
Orleans,Troy,Orleans 2,Attorney General,NA,Democratic,William H. Sorrell,49
Orleans,Troy,Orleans-Lamoille,Attorney General,NA,Democratic,William H. Sorrell,157
Orange,Tunbridge,NA,Attorney General,NA,Democratic,William H. Sorrell,309
Chittenden,Underhill,NA,Attorney General,NA,Democratic,William H. Sorrell,720
Addison,Vergennes,NA,Attorney General,NA,Democratic,William H. Sorrell,476
Windham,Vernon,NA,Attorney General,NA,Democratic,William H. Sorrell,228
Orange,Vershire,NA,Attorney General,NA,Democratic,William H. Sorrell,115
Essex,Victory,NA,Attorney General,NA,Democratic,William H. Sorrell,11
Washington,Waitsfield,NA,Attorney General,NA,Democratic,William H. Sorrell,510
Caledonia,Walden,NA,Attorney General,NA,Democratic,William H. Sorrell,204
Rutland,Wallingford,NA,Attorney General,NA,Democratic,William H. Sorrell,352
Addison,Waltham,NA,Attorney General,NA,Democratic,William H. Sorrell,111
Windham,Wardsboro,NA,Attorney General,NA,Democratic,William H. Sorrell,152
Washington,Warren,NA,Attorney General,NA,Democratic,William H. Sorrell,452
Orange,Washington,NA,Attorney General,NA,Democratic,William H. Sorrell,163
Washington,Waterbury,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,081"
Caledonia,Waterford,NA,Attorney General,NA,Democratic,William H. Sorrell,195
Lamoille,Waterville,NA,Attorney General,NA,Democratic,William H. Sorrell,101
Windsor,Weathersfield,NA,Attorney General,NA,Democratic,William H. Sorrell,439
Rutland,Wells,NA,Attorney General,NA,Democratic,William H. Sorrell,148
Orange,W. Fairlee,NA,Attorney General,NA,Democratic,William H. Sorrell,97
Rutland,W. Haven,NA,Attorney General,NA,Democratic,William H. Sorrell,30
Rutland,W. Rutland,NA,Attorney General,NA,Democratic,William H. Sorrell,256
Windsor,W. Windsor,NA,Attorney General,NA,Democratic,William H. Sorrell,262
Orleans,Westfield,NA,Attorney General,NA,Democratic,William H. Sorrell,93
Chittenden,Westford,NA,Attorney General,NA,Democratic,William H. Sorrell,435
Windham,Westminster,Windham 3,Attorney General,NA,Democratic,William H. Sorrell,22
Windham,Westminster,Windham 4,Attorney General,NA,Democratic,William H. Sorrell,644
Orleans,Westmore,NA,Attorney General,NA,Democratic,William H. Sorrell,71
Windsor,Weston,NA,Attorney General,NA,Democratic,William H. Sorrell,163
Addison,Weybridge,NA,Attorney General,NA,Democratic,William H. Sorrell,258
Caledonia,Wheelock,NA,Attorney General,NA,Democratic,William H. Sorrell,97
Addison,Whiting,NA,Attorney General,NA,Democratic,William H. Sorrell,65
Windham,Whitingham,Windham 6,Attorney General,NA,Democratic,William H. Sorrell,142
Windham,Whitingham,Windham-Bennington,Attorney General,NA,Democratic,William H. Sorrell,4
Orange,Williamstown,NA,Attorney General,NA,Democratic,William H. Sorrell,529
Chittenden,Williston,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,734"
Windham,Wilmington,NA,Attorney General,NA,Democratic,William H. Sorrell,280
Windham,Windham,NA,Attorney General,NA,Democratic,William H. Sorrell,83
Windsor,Windsor,NA,Attorney General,NA,Democratic,William H. Sorrell,562
Bennington,Winhall,NA,Attorney General,NA,Democratic,William H. Sorrell,131
Chittenden,Winooski,NA,Attorney General,NA,Democratic,William H. Sorrell,"1,001"
Lamoille,Wolcott,NA,Attorney General,NA,Democratic,William H. Sorrell,313
Washington,Woodbury,NA,Attorney General,NA,Democratic,William H. Sorrell,199
Bennington,Woodford,NA,Attorney General,NA,Democratic,William H. Sorrell,60
Windsor,Woodstock,NA,Attorney General,NA,Democratic,William H. Sorrell,756
Washington,Worcester,NA,Attorney General,NA,Democratic,William H. Sorrell,268
Addison,Addison,NA,Attorney General,NA,Republican,Shane McCormack,264
Orleans,Albany,NA,Attorney General,NA,Republican,Shane McCormack,130
Grand Isle,Alburgh,NA,Attorney General,NA,Republican,Shane McCormack,218
Windsor,Andover,NA,Attorney General,NA,Republican,Shane McCormack,102
Bennington,Arlington,NA,Attorney General,NA,Republican,Shane McCormack,292
Windham,Athens,NA,Attorney General,NA,Republican,Shane McCormack,45
Franklin,Bakersfield,NA,Attorney General,NA,Republican,Shane McCormack,131
Windsor,Baltimore,NA,Attorney General,NA,Republican,Shane McCormack,38
Windsor,Barnard,NA,Attorney General,NA,Republican,Shane McCormack,146
Caledonia,Barnet,NA,Attorney General,NA,Republican,Shane McCormack,259
Washington,Barre City,NA,Attorney General,NA,Republican,Shane McCormack,825
Washington,Barre Town,NA,Attorney General,NA,Republican,Shane McCormack,"1,414"
Orleans,Barton,NA,Attorney General,NA,Republican,Shane McCormack,281
Lamoille,Belvidere,NA,Attorney General,NA,Republican,Shane McCormack,54
Bennington,Bennington,Bennington 2-1,Attorney General,NA,Republican,Shane McCormack,492
Bennington,Bennington,Bennington 2-2,Attorney General,NA,Republican,Shane McCormack,508
Rutland,Benson,NA,Attorney General,NA,Republican,Shane McCormack,110
Franklin,Berkshire,NA,Attorney General,NA,Republican,Shane McCormack,174
Washington,Berlin,NA,Attorney General,NA,Republican,Shane McCormack,349
Windsor,Bethel,NA,Attorney General,NA,Republican,Shane McCormack,212
Essex,Bloomfield,NA,Attorney General,NA,Republican,Shane McCormack,28
Chittenden,Bolton,NA,Attorney General,NA,Republican,Shane McCormack,157
Orange,Bradford,NA,Attorney General,NA,Republican,Shane McCormack,248
Orange,Braintree,NA,Attorney General,NA,Republican,Shane McCormack,164
Rutland,Brandon,NA,Attorney General,NA,Republican,Shane McCormack,515
Windham,Brattleboro,Windham 2-1,Attorney General,NA,Republican,Shane McCormack,243
Windham,Brattleboro,Windham 2-2,Attorney General,NA,Republican,Shane McCormack,131
Windham,Brattleboro,Windham 2-3,Attorney General,NA,Republican,Shane McCormack,155
Windsor,Bridgewater,NA,Attorney General,NA,Republican,Shane McCormack,117
Addison,Bridport,NA,Attorney General,NA,Republican,Shane McCormack,191
Essex,Brighton,NA,Attorney General,NA,Republican,Shane McCormack,159
Addison,Bristol,NA,Attorney General,NA,Republican,Shane McCormack,488
Orange,Brookfield,NA,Attorney General,NA,Republican,Shane McCormack,199
Windham,Brookline,NA,Attorney General,NA,Republican,Shane McCormack,50
Orleans,Brownington,NA,Attorney General,NA,Republican,Shane McCormack,144
Essex,Brunswick,NA,Attorney General,NA,Republican,Shane McCormack,12
Caledonia,Burke,NA,Attorney General,NA,Republican,Shane McCormack,209
Chittenden,Burlington,Chittenden 6-1,Attorney General,NA,Republican,Shane McCormack,752
Chittenden,Burlington,Chittenden 6-2,Attorney General,NA,Republican,Shane McCormack,246
Chittenden,Burlington,Chittenden 6-3,Attorney General,NA,Republican,Shane McCormack,178
Chittenden,Burlington,Chittenden 6-4,Attorney General,NA,Republican,Shane McCormack,133
Chittenden,Burlington,Chittenden 6-5,Attorney General,NA,Republican,Shane McCormack,420
Chittenden,Burlington,Chittenden 6-6,Attorney General,NA,Republican,Shane McCormack,70
Chittenden,Burlington,Chittenden 6-7,Attorney General,NA,Republican,Shane McCormack,4
Washington,Cabot,NA,Attorney General,NA,Republican,Shane McCormack,172
Washington,Calais,NA,Attorney General,NA,Republican,Shane McCormack,204
Lamoille,Cambridge,NA,Attorney General,NA,Republican,Shane McCormack,413
Essex,Canaan,NA,Attorney General,NA,Republican,Shane McCormack,77
Rutland,Castleton,NA,Attorney General,NA,Republican,Shane McCormack,524
Windsor,Cavendish,NA,Attorney General,NA,Republican,Shane McCormack,206
Orleans,Charleston,NA,Attorney General,NA,Republican,Shane McCormack,124
Chittenden,Charlotte,NA,Attorney General,NA,Republican,Shane McCormack,491
Orange,Chelsea,NA,Attorney General,NA,Republican,Shane McCormack,248
Windsor,Chester,NA,Attorney General,NA,Republican,Shane McCormack,325
Rutland,Chittenden,NA,Attorney General,NA,Republican,Shane McCormack,247
Rutland,Clarendon,NA,Attorney General,NA,Republican,Shane McCormack,407
Chittenden,Colchester,Chittenden 9-1,Attorney General,NA,Republican,Shane McCormack,700
Chittenden,Colchester,Chittenden 9-2,Attorney General,NA,Republican,Shane McCormack,"1,083"
Essex,Concord,NA,Attorney General,NA,Republican,Shane McCormack,146
Orange,Corinth,NA,Attorney General,NA,Republican,Shane McCormack,195
Addison,Cornwall,NA,Attorney General,NA,Republican,Shane McCormack,148
Orleans,Coventry,NA,Attorney General,NA,Republican,Shane McCormack,126
Orleans,Craftsbury,NA,Attorney General,NA,Republican,Shane McCormack,123
Rutland,Danby,NA,Attorney General,NA,Republican,Shane McCormack,214
Caledonia,Danville,NA,Attorney General,NA,Republican,Shane McCormack,361
Orleans,Derby,NA,Attorney General,NA,Republican,Shane McCormack,615
Bennington,Dorset,NA,Attorney General,NA,Republican,Shane McCormack,340
Windham,Dover,NA,Attorney General,NA,Republican,Shane McCormack,209
Windham,Dummerston,NA,Attorney General,NA,Republican,Shane McCormack,152
Washington,Duxbury,NA,Attorney General,NA,Republican,Shane McCormack,194
Essex,E. Haven,NA,Attorney General,NA,Republican,Shane McCormack,37
Washington,E. Montpelier,NA,Attorney General,NA,Republican,Shane McCormack,322
Lamoille,Eden,NA,Attorney General,NA,Republican,Shane McCormack,109
Lamoille,Elmore,NA,Attorney General,NA,Republican,Shane McCormack,114
Franklin,Enosburgh,NA,Attorney General,NA,Republican,Shane McCormack,333
Chittenden,Essex,Chittenden 8-1,Attorney General,NA,Republican,Shane McCormack,"1,074"
Chittenden,Essex,Chittenden 8-2,Attorney General,NA,Republican,Shane McCormack,"1,175"
Chittenden,Essex,Chittenden 8-3,Attorney General,NA,Republican,Shane McCormack,337
Rutland,Fair Haven,NA,Attorney General,NA,Republican,Shane McCormack,309
Franklin,Fairfax,NA,Attorney General,NA,Republican,Shane McCormack,623
