county,town,precinct,office,district,party,candidate,votes
Orleans,Coventry,NA,Governor,NA,Democratic,Peter Shumlin,114
Orleans,Craftsbury,NA,Governor,NA,Democratic,Peter Shumlin,134
Rutland,Danby,NA,Governor,NA,Democratic,Peter Shumlin,144
Caledonia,Danville,NA,Governor,NA,Democratic,Peter Shumlin,322
Orleans,Derby,NA,Governor,NA,Democratic,Peter Shumlin,454
Bennington,Dorset,NA,Governor,NA,Democratic,Peter Shumlin,381
Windham,Dover,NA,Governor,NA,Democratic,Peter Shumlin,207
Windham,Dummerston,NA,Governor,NA,Democratic,Peter Shumlin,481
Washington,Duxbury,NA,Governor,NA,Democratic,Peter Shumlin,176
Essex,E. Haven,NA,Governor,NA,Democratic,Peter Shumlin,23
Washington,E. Montpelier,NA,Governor,NA,Democratic,Peter Shumlin,533
Lamoille,Eden,NA,Governor,NA,Democratic,Peter Shumlin,77
Lamoille,Elmore,NA,Governor,NA,Democratic,Peter Shumlin,155
Franklin,Enosburgh,NA,Governor,NA,Democratic,Peter Shumlin,414
Chittenden,Essex,Chittenden 8-1,Governor,NA,Democratic,Peter Shumlin,962
Chittenden,Essex,Chittenden 8-2,Governor,NA,Democratic,Peter Shumlin,"1,272"
Chittenden,Essex,Chittenden 8-3,Governor,NA,Democratic,Peter Shumlin,381
Rutland,Fair Haven,NA,Governor,NA,Democratic,Peter Shumlin,225
Franklin,Fairfax,NA,Governor,NA,Democratic,Peter Shumlin,507
Franklin,Fairfield,NA,Governor,NA,Democratic,Peter Shumlin,248
Orange,Fairlee,NA,Governor,NA,Democratic,Peter Shumlin,223
Washington,Fayston,NA,Governor,NA,Democratic,Peter Shumlin,287
Addison,Ferrisburgh,NA,Governor,NA,Democratic,Peter Shumlin,412
Franklin,Fletcher,NA,Governor,NA,Democratic,Peter Shumlin,159
Franklin,Franklin,NA,Governor,NA,Democratic,Peter Shumlin,129
Franklin,Georgia,NA,Governor,NA,Democratic,Peter Shumlin,407
Orleans,Glover,NA,Governor,NA,Democratic,Peter Shumlin,153
Addison,Goshen,NA,Governor,NA,Democratic,Peter Shumlin,38
Windham,Grafton,NA,Governor,NA,Democratic,Peter Shumlin,119
Essex,Granby,NA,Governor,NA,Democratic,Peter Shumlin,10
Grand Isle,Grand Isle,NA,Governor,NA,Democratic,Peter Shumlin,365
Addison,Granville,NA,Governor,NA,Democratic,Peter Shumlin,60
Orleans,Greensboro,NA,Governor,NA,Democratic,Peter Shumlin,140
Caledonia,Groton,NA,Governor,NA,Democratic,Peter Shumlin,87
Essex,Guildhall,NA,Governor,NA,Democratic,Peter Shumlin,38
Windham,Guilford,NA,Governor,NA,Democratic,Peter Shumlin,412
Windham,Halifax,NA,Governor,NA,Democratic,Peter Shumlin,120
Addison,Hancock,NA,Governor,NA,Democratic,Peter Shumlin,43
Caledonia,Hardwick,NA,Governor,NA,Democratic,Peter Shumlin,346
Windsor,Hartford,Windsor 4-1,Governor,NA,Democratic,Peter Shumlin,376
Windsor,Hartford,Windsor 4-2,Governor,NA,Democratic,Peter Shumlin,"1,368"
Windsor,Hartland,NA,Governor,NA,Democratic,Peter Shumlin,615
Franklin,Highgate,NA,Governor,NA,Democratic,Peter Shumlin,257
Chittenden,Hinesburg,Chittenden 4-1,Governor,NA,Democratic,Peter Shumlin,9
Chittenden,Hinesburg,Chittenden 4-2,Governor,NA,Democratic,Peter Shumlin,899
Orleans,Holland,NA,Governor,NA,Democratic,Peter Shumlin,38
Rutland,Hubbardton,NA,Governor,NA,Democratic,Peter Shumlin,72
Chittenden,Huntington,NA,Governor,NA,Democratic,Peter Shumlin,474
Lamoille,Hyde Park,NA,Governor,NA,Democratic,Peter Shumlin,480
Rutland,Ira,NA,Governor,NA,Democratic,Peter Shumlin,38
Orleans,Irasburg,NA,Governor,NA,Democratic,Peter Shumlin,85
Grand Isle,Isle La Motte,NA,Governor,NA,Democratic,Peter Shumlin,69
Windham,Jamaica,NA,Governor,NA,Democratic,Peter Shumlin,141
Orleans,Jay,NA,Governor,NA,Democratic,Peter Shumlin,43
Chittenden,Jericho,NA,Governor,NA,Democratic,Peter Shumlin,"1,025"
Lamoille,Johnson,NA,Governor,NA,Democratic,Peter Shumlin,341
Rutland,Killington,NA,Governor,NA,Democratic,Peter Shumlin,165
Caledonia,Kirby,NA,Governor,NA,Democratic,Peter Shumlin,42
Bennington,Landgrove,NA,Governor,NA,Democratic,Peter Shumlin,42
Addison,Leicester,NA,Governor,NA,Democratic,Peter Shumlin,104
Essex,Lemington,NA,Governor,NA,Democratic,Peter Shumlin,13
Addison,Lincoln,NA,Governor,NA,Democratic,Peter Shumlin,345
Windham,Londonderry,NA,Governor,NA,Democratic,Peter Shumlin,212
Orleans,Lowell,NA,Governor,NA,Democratic,Peter Shumlin,65
Windsor,Ludlow,NA,Governor,NA,Democratic,Peter Shumlin,285
Essex,Lunenburg,NA,Governor,NA,Democratic,Peter Shumlin,90
Caledonia,Lyndon,NA,Governor,NA,Democratic,Peter Shumlin,357
Essex,Maidstone,NA,Governor,NA,Democratic,Peter Shumlin,22
Bennington,Manchester,NA,Governor,NA,Democratic,Peter Shumlin,723
Windham,Marlboro,NA,Governor,NA,Democratic,Peter Shumlin,271
Washington,Marshfield,NA,Governor,NA,Democratic,Peter Shumlin,245
Rutland,Mendon,NA,Governor,NA,Democratic,Peter Shumlin,156
Addison,Middlebury,NA,Governor,NA,Democratic,Peter Shumlin,"1,341"
Washington,Middlesex,NA,Governor,NA,Democratic,Peter Shumlin,442
Rutland,Middletown Springs,NA,Governor,NA,Democratic,Peter Shumlin,161
Chittenden,Milton,Chittenden 10,Governor,NA,Democratic,Peter Shumlin,729
Chittenden,Milton,Grand Isle-Chittenden,Governor,NA,Democratic,Peter Shumlin,128
Addison,Monkton,NA,Governor,NA,Democratic,Peter Shumlin,365
Franklin,Montgomery,NA,Governor,NA,Democratic,Peter Shumlin,224
Washington,Montpelier,NA,Governor,NA,Democratic,Peter Shumlin,"1,918"
Washington,Moretown,NA,Governor,NA,Democratic,Peter Shumlin,308
Orleans,Morgan,NA,Governor,NA,Democratic,Peter Shumlin,49
Lamoille,Morristown,NA,Governor,NA,Democratic,Peter Shumlin,682
Rutland,Mount Holly,NA,Governor,NA,Democratic,Peter Shumlin,223
Rutland,Mount Tabor,NA,Governor,NA,Democratic,Peter Shumlin,25
Addison,New Haven,NA,Governor,NA,Democratic,Peter Shumlin,341
Caledonia,Newark,NA,Governor,NA,Democratic,Peter Shumlin,36
Orange,Newbury,NA,Governor,NA,Democratic,Peter Shumlin,318
Windham,Newfane,NA,Governor,NA,Democratic,Peter Shumlin,411
Orleans,Newport City,NA,Governor,NA,Democratic,Peter Shumlin,372
Orleans,Newport Town,NA,Governor,NA,Democratic,Peter Shumlin,97
Grand Isle,N. Hero,NA,Governor,NA,Democratic,Peter Shumlin,151
Washington,Northfield,NA,Governor,NA,Democratic,Peter Shumlin,491
Essex,Norton,NA,Governor,NA,Democratic,Peter Shumlin,10
Windsor,Norwich,NA,Governor,NA,Democratic,Peter Shumlin,"1,105"
Orange,Orange,NA,Governor,NA,Democratic,Peter Shumlin,75
Addison,Orwell,NA,Governor,NA,Democratic,Peter Shumlin,138
Addison,Panton,NA,Governor,NA,Democratic,Peter Shumlin,84
Rutland,Pawlet,NA,Governor,NA,Democratic,Peter Shumlin,252
Caledonia,Peacham,NA,Governor,NA,Democratic,Peter Shumlin,171
Bennington,Peru,NA,Governor,NA,Democratic,Peter Shumlin,75
Rutland,Pittsfield,NA,Governor,NA,Democratic,Peter Shumlin,81
Rutland,Pittsford,NA,Governor,NA,Democratic,Peter Shumlin,305
Washington,Plainfield,NA,Governor,NA,Democratic,Peter Shumlin,249
Windsor,Plymouth,NA,Governor,NA,Democratic,Peter Shumlin,88
Windsor,Pomfret,NA,Governor,NA,Democratic,Peter Shumlin,214
Rutland,Poultney,NA,Governor,NA,Democratic,Peter Shumlin,356
Bennington,Pownal,NA,Governor,NA,Democratic,Peter Shumlin,765
Rutland,Proctor,NA,Governor,NA,Democratic,Peter Shumlin,219
Windham,Putney,NA,Governor,NA,Democratic,Peter Shumlin,608
Orange,Randolph,NA,Governor,NA,Democratic,Peter Shumlin,707
Windsor,Reading,NA,Governor,NA,Democratic,Peter Shumlin,113
Bennington,Readsboro,NA,Governor,NA,Democratic,Peter Shumlin,131
Franklin,Richford,NA,Governor,NA,Democratic,Peter Shumlin,174
Chittenden,Richmond,NA,Governor,NA,Democratic,Peter Shumlin,878
Addison,Ripton,NA,Governor,NA,Democratic,Peter Shumlin,157
Windsor,Rochester,NA,Governor,NA,Democratic,Peter Shumlin,256
Windham,Rockingham,NA,Governor,NA,Democratic,Peter Shumlin,730
Washington,Roxbury,NA,Governor,NA,Democratic,Peter Shumlin,101
Windsor,Royalton,NA,Governor,NA,Democratic,Peter Shumlin,366
Bennington,Rupert,NA,Governor,NA,Democratic,Peter Shumlin,143
Rutland,Rutland City,Rutland 5-1,Governor,NA,Democratic,Peter Shumlin,571
Rutland,Rutland City,Rutland 5-2,Governor,NA,Democratic,Peter Shumlin,455
Rutland,Rutland City,Rutland 5-3,Governor,NA,Democratic,Peter Shumlin,297
Rutland,Rutland City,Rutland 5-4,Governor,NA,Democratic,Peter Shumlin,464
Rutland,Rutland Town,NA,Governor,NA,Democratic,Peter Shumlin,547
Caledonia,Ryegate,NA,Governor,NA,Democratic,Peter Shumlin,151
Franklin,Salisbury,NA,Governor,NA,Democratic,Peter Shumlin,122
Franklin,Sandgate,NA,Governor,NA,Democratic,Peter Shumlin,65
Chittenden,Searsburg,NA,Governor,NA,Democratic,Peter Shumlin,9
Caledonia,Shaftsbury,NA,Governor,NA,Democratic,Peter Shumlin,581
Addison,Sharon,NA,Governor,NA,Democratic,Peter Shumlin,253
Bennington,Sheffield,NA,Governor,NA,Democratic,Peter Shumlin,51
Bennington,Shelburne,Chittenden 5-1,Governor,NA,Democratic,Peter Shumlin,915
Bennington,Shelburne,Chittenden 5-2,Governor,NA,Democratic,Peter Shumlin,627
Bennington,Sheldon,NA,Governor,NA,Democratic,Peter Shumlin,143
Windsor,Shoreham,NA,Governor,NA,Democratic,Peter Shumlin,166
Caledonia,Shrewsbury,NA,Governor,NA,Democratic,Peter Shumlin,196
Chittenden,S. Burlington,Chittenden 7-1,Governor,NA,Democratic,Peter Shumlin,809
Chittenden,S. Burlington,Chittenden 7-2,Governor,NA,Democratic,Peter Shumlin,809
Chittenden,S. Burlington,Chittenden 7-3,Governor,NA,Democratic,Peter Shumlin,708
Chittenden,S. Burlington,Chittenden 7-4,Governor,NA,Democratic,Peter Shumlin,609
Franklin,S. Hero,NA,Governor,NA,Democratic,Peter Shumlin,354
Addison,Springfield,Windsor 3-1,Governor,NA,Democratic,Peter Shumlin,26
Addison,Springfield,Windsor 3-2,Governor,NA,Democratic,Peter Shumlin,941
Rutland,St. Albans City,NA,Governor,NA,Democratic,Peter Shumlin,740
Chittenden,St. Albans Town,Franklin 3-1,Governor,NA,Democratic,Peter Shumlin,213
Chittenden,St. Albans Town,Franklin 3-2,Governor,NA,Democratic,Peter Shumlin,443
Grand Isle,St. George,NA,Governor,NA,Democratic,Peter Shumlin,88
Windsor,St. Johnsbury,NA,Governor,NA,Democratic,Peter Shumlin,728
Bennington,Stamford,NA,Governor,NA,Democratic,Peter Shumlin,139
Caledonia,Stannard,NA,Governor,NA,Democratic,Peter Shumlin,37
Addison,Starksboro,NA,Governor,NA,Democratic,Peter Shumlin,338
Windsor,Stockbridge,NA,Governor,NA,Democratic,Peter Shumlin,105
Lamoille,Stowe,NA,Governor,NA,Democratic,Peter Shumlin,641
Orange,Strafford,NA,Governor,NA,Democratic,Peter Shumlin,315
Windham,Stratton,NA,Governor,NA,Democratic,Peter Shumlin,32
Rutland,Sudbury,NA,Governor,NA,Democratic,Peter Shumlin,102
Bennington,Sunderland,Bennington 3,Governor,NA,Democratic,Peter Shumlin,48
Bennington,Sunderland,Bennington 4,Governor,NA,Democratic,Peter Shumlin,112
Caledonia,Sutton,NA,Governor,NA,Democratic,Peter Shumlin,80
Franklin,Swanton,NA,Governor,NA,Democratic,Peter Shumlin,518
Orange,Thetford,NA,Governor,NA,Democratic,Peter Shumlin,730
Rutland,Tinmouth,Rutland 2,Governor,NA,Democratic,Peter Shumlin,23
Rutland,Tinmouth,Rutland-Bennington,Governor,NA,Democratic,Peter Shumlin,70
Orange,Topsham,NA,Governor,NA,Democratic,Peter Shumlin,90
Windham,Townshend,NA,Governor,NA,Democratic,Peter Shumlin,202
Orleans,Troy,Orleans 2,Governor,NA,Democratic,Peter Shumlin,33
Orleans,Troy,Orleans-Lamoille,Governor,NA,Democratic,Peter Shumlin,106
Orange,Tunbridge,NA,Governor,NA,Democratic,Peter Shumlin,248
Chittenden,Underhill,NA,Governor,NA,Democratic,Peter Shumlin,648
Addison,Vergennes,NA,Governor,NA,Democratic,Peter Shumlin,351
Windham,Vernon,NA,Governor,NA,Democratic,Peter Shumlin,153
Orange,Vershire,NA,Governor,NA,Democratic,Peter Shumlin,114
Essex,Victory,NA,Governor,NA,Democratic,Peter Shumlin,1
Washington,Waitsfield,NA,Governor,NA,Democratic,Peter Shumlin,419
Caledonia,Walden,NA,Governor,NA,Democratic,Peter Shumlin,139
Rutland,Wallingford,NA,Governor,NA,Democratic,Peter Shumlin,284
Addison,Waltham,NA,Governor,NA,Democratic,Peter Shumlin,78
Windham,Wardsboro,NA,Governor,NA,Democratic,Peter Shumlin,153
Washington,Warren,NA,Governor,NA,Democratic,Peter Shumlin,403
Orange,Washington,NA,Governor,NA,Democratic,Peter Shumlin,99
Washington,Waterbury,NA,Governor,NA,Democratic,Peter Shumlin,828
Caledonia,Waterford,NA,Governor,NA,Democratic,Peter Shumlin,136
Lamoille,Waterville,NA,Governor,NA,Democratic,Peter Shumlin,75
Windsor,Weathersfield,NA,Governor,NA,Democratic,Peter Shumlin,380
Rutland,Wells,NA,Governor,NA,Democratic,Peter Shumlin,153
Orange,W. Fairlee,NA,Governor,NA,Democratic,Peter Shumlin,79
Rutland,W. Haven,NA,Governor,NA,Democratic,Peter Shumlin,36
Rutland,W. Rutland,NA,Governor,NA,Democratic,Peter Shumlin,184
Windsor,W. Windsor,NA,Governor,NA,Democratic,Peter Shumlin,248
Orleans,Westfield,NA,Governor,NA,Democratic,Peter Shumlin,62
Chittenden,Westford,NA,Governor,NA,Democratic,Peter Shumlin,319
Windham,Westminster,Windham 3,Governor,NA,Democratic,Peter Shumlin,23
Windham,Westminster,Windham 4,Governor,NA,Democratic,Peter Shumlin,652
Orleans,Westmore,NA,Governor,NA,Democratic,Peter Shumlin,43
Windsor,Weston,NA,Governor,NA,Democratic,Peter Shumlin,157
Addison,Weybridge,NA,Governor,NA,Democratic,Peter Shumlin,224
Caledonia,Wheelock,NA,Governor,NA,Democratic,Peter Shumlin,64
Addison,Whiting,NA,Governor,NA,Democratic,Peter Shumlin,43
Windham,Whitingham,Windham 6,Governor,NA,Democratic,Peter Shumlin,147
Windham,Whitingham,Windham-Bennington,Governor,NA,Democratic,Peter Shumlin,6
Orange,Williamstown,NA,Governor,NA,Democratic,Peter Shumlin,320
Chittenden,Williston,NA,Governor,NA,Democratic,Peter Shumlin,"1,404"
Windham,Wilmington,NA,Governor,NA,Democratic,Peter Shumlin,309
Windham,Windham,NA,Governor,NA,Democratic,Peter Shumlin,73
Windsor,Windsor,NA,Governor,NA,Democratic,Peter Shumlin,573
Bennington,Winhall,NA,Governor,NA,Democratic,Peter Shumlin,123
Chittenden,Winooski,NA,Governor,NA,Democratic,Peter Shumlin,827
Lamoille,Wolcott,NA,Governor,NA,Democratic,Peter Shumlin,209
Washington,Woodbury,NA,Governor,NA,Democratic,Peter Shumlin,158
Bennington,Woodford,NA,Governor,NA,Democratic,Peter Shumlin,77
Windsor,Woodstock,NA,Governor,NA,Democratic,Peter Shumlin,708
Washington,Worcester,NA,Governor,NA,Democratic,Peter Shumlin,198
Addison,Addison,NA,Governor,NA,Republican,Scott Milne,335
Orleans,Albany,NA,Governor,NA,Republican,Scott Milne,167
Grand Isle,Alburgh,NA,Governor,NA,Republican,Scott Milne,317
Windsor,Andover,NA,Governor,NA,Republican,Scott Milne,96
Bennington,Arlington,NA,Governor,NA,Republican,Scott Milne,327
Windham,Athens,NA,Governor,NA,Republican,Scott Milne,40
Franklin,Bakersfield,NA,Governor,NA,Republican,Scott Milne,179
Windsor,Baltimore,NA,Governor,NA,Republican,Scott Milne,40
Windsor,Barnard,NA,Governor,NA,Republican,Scott Milne,199
Caledonia,Barnet,NA,Governor,NA,Republican,Scott Milne,323
Washington,Barre City,NA,Governor,NA,Republican,Scott Milne,"1,174"
Washington,Barre Town,NA,Governor,NA,Republican,Scott Milne,"1,980"
Orleans,Barton,NA,Governor,NA,Republican,Scott Milne,411
Lamoille,Belvidere,NA,Governor,NA,Republican,Scott Milne,63
Bennington,Bennington,Bennington 2-1,Governor,NA,Republican,Scott Milne,552
Bennington,Bennington,Bennington 2-2,Governor,NA,Republican,Scott Milne,596
Rutland,Benson,NA,Governor,NA,Republican,Scott Milne,128
Franklin,Berkshire,NA,Governor,NA,Republican,Scott Milne,227
Washington,Berlin,NA,Governor,NA,Republican,Scott Milne,484
Windsor,Bethel,NA,Governor,NA,Republican,Scott Milne,300
Essex,Bloomfield,NA,Governor,NA,Republican,Scott Milne,31
Chittenden,Bolton,NA,Governor,NA,Republican,Scott Milne,180
Orange,Bradford,NA,Governor,NA,Republican,Scott Milne,283
Orange,Braintree,NA,Governor,NA,Republican,Scott Milne,205
Rutland,Brandon,NA,Governor,NA,Republican,Scott Milne,675
Windham,Brattleboro,Windham 2-1,Governor,NA,Republican,Scott Milne,290
Windham,Brattleboro,Windham 2-2,Governor,NA,Republican,Scott Milne,159
Windham,Brattleboro,Windham 2-3,Governor,NA,Republican,Scott Milne,175
Windsor,Bridgewater,NA,Governor,NA,Republican,Scott Milne,146
Addison,Bridport,NA,Governor,NA,Republican,Scott Milne,269
Essex,Brighton,NA,Governor,NA,Republican,Scott Milne,221
Addison,Bristol,NA,Governor,NA,Republican,Scott Milne,665
Orange,Brookfield,NA,Governor,NA,Republican,Scott Milne,249
Windham,Brookline,NA,Governor,NA,Republican,Scott Milne,56
Orleans,Brownington,NA,Governor,NA,Republican,Scott Milne,202
Essex,Brunswick,NA,Governor,NA,Republican,Scott Milne,16
Caledonia,Burke,NA,Governor,NA,Republican,Scott Milne,271
Chittenden,Burlington,Chittenden 6-1,Governor,NA,Republican,Scott Milne,"1,007"
Chittenden,Burlington,Chittenden 6-2,Governor,NA,Republican,Scott Milne,335
Chittenden,Burlington,Chittenden 6-3,Governor,NA,Republican,Scott Milne,200
Chittenden,Burlington,Chittenden 6-4,Governor,NA,Republican,Scott Milne,149
Chittenden,Burlington,Chittenden 6-5,Governor,NA,Republican,Scott Milne,498
Chittenden,Burlington,Chittenden 6-6,Governor,NA,Republican,Scott Milne,84
Chittenden,Burlington,Chittenden 6-7,Governor,NA,Republican,Scott Milne,3
Washington,Cabot,NA,Governor,NA,Republican,Scott Milne,221
Washington,Calais,NA,Governor,NA,Republican,Scott Milne,249
Lamoille,Cambridge,NA,Governor,NA,Republican,Scott Milne,486
Essex,Canaan,NA,Governor,NA,Republican,Scott Milne,96
Rutland,Castleton,NA,Governor,NA,Republican,Scott Milne,628
Windsor,Cavendish,NA,Governor,NA,Republican,Scott Milne,203
Orleans,Charleston,NA,Governor,NA,Republican,Scott Milne,162
Chittenden,Charlotte,NA,Governor,NA,Republican,Scott Milne,619
Orange,Chelsea,NA,Governor,NA,Republican,Scott Milne,315
Windsor,Chester,NA,Governor,NA,Republican,Scott Milne,355
Rutland,Chittenden,NA,Governor,NA,Republican,Scott Milne,284
Rutland,Clarendon,NA,Governor,NA,Republican,Scott Milne,481
Chittenden,Colchester,Chittenden 9-1,Governor,NA,Republican,Scott Milne,905
Chittenden,Colchester,Chittenden 9-2,Governor,NA,Republican,Scott Milne,"1,357"
Essex,Concord,NA,Governor,NA,Republican,Scott Milne,181
Orange,Corinth,NA,Governor,NA,Republican,Scott Milne,221
Addison,Cornwall,NA,Governor,NA,Republican,Scott Milne,191
Orleans,Coventry,NA,Governor,NA,Republican,Scott Milne,178
Orleans,Craftsbury,NA,Governor,NA,Republican,Scott Milne,203
Rutland,Danby,NA,Governor,NA,Republican,Scott Milne,250
Caledonia,Danville,NA,Governor,NA,Republican,Scott Milne,450
Orleans,Derby,NA,Governor,NA,Republican,Scott Milne,884
Bennington,Dorset,NA,Governor,NA,Republican,Scott Milne,425
Windham,Dover,NA,Governor,NA,Republican,Scott Milne,239
Windham,Dummerston,NA,Governor,NA,Republican,Scott Milne,187
Washington,Duxbury,NA,Governor,NA,Republican,Scott Milne,270
Essex,E. Haven,NA,Governor,NA,Republican,Scott Milne,41
Washington,E. Montpelier,NA,Governor,NA,Republican,Scott Milne,440
Lamoille,Eden,NA,Governor,NA,Republican,Scott Milne,178
Lamoille,Elmore,NA,Governor,NA,Republican,Scott Milne,150
Franklin,Enosburgh,NA,Governor,NA,Republican,Scott Milne,457
Chittenden,Essex,Chittenden 8-1,Governor,NA,Republican,Scott Milne,"1,240"
Chittenden,Essex,Chittenden 8-2,Governor,NA,Republican,Scott Milne,"1,331"
Chittenden,Essex,Chittenden 8-3,Governor,NA,Republican,Scott Milne,392
Rutland,Fair Haven,NA,Governor,NA,Republican,Scott Milne,408
Franklin,Fairfax,NA,Governor,NA,Republican,Scott Milne,751
Franklin,Fairfield,NA,Governor,NA,Republican,Scott Milne,343
Orange,Fairlee,NA,Governor,NA,Republican,Scott Milne,123
Washington,Fayston,NA,Governor,NA,Republican,Scott Milne,206
Addison,Ferrisburgh,NA,Governor,NA,Republican,Scott Milne,535
Franklin,Fletcher,NA,Governor,NA,Republican,Scott Milne,170
Franklin,Franklin,NA,Governor,NA,Republican,Scott Milne,274
Franklin,Georgia,NA,Governor,NA,Republican,Scott Milne,862
Orleans,Glover,NA,Governor,NA,Republican,Scott Milne,213
Addison,Goshen,NA,Governor,NA,Republican,Scott Milne,32
Windham,Grafton,NA,Governor,NA,Republican,Scott Milne,101
Essex,Granby,NA,Governor,NA,Republican,Scott Milne,16
Grand Isle,Grand Isle,NA,Governor,NA,Republican,Scott Milne,467
Addison,Granville,NA,Governor,NA,Republican,Scott Milne,26
Orleans,Greensboro,NA,Governor,NA,Republican,Scott Milne,91
Caledonia,Groton,NA,Governor,NA,Republican,Scott Milne,209
Essex,Guildhall,NA,Governor,NA,Republican,Scott Milne,60
Windham,Guilford,NA,Governor,NA,Republican,Scott Milne,175
Windham,Halifax,NA,Governor,NA,Republican,Scott Milne,85
Addison,Hancock,NA,Governor,NA,Republican,Scott Milne,46
Caledonia,Hardwick,NA,Governor,NA,Republican,Scott Milne,454
Windsor,Hartford,Windsor 4-1,Governor,NA,Republican,Scott Milne,319
Windsor,Hartford,Windsor 4-2,Governor,NA,Republican,Scott Milne,725
Windsor,Hartland,NA,Governor,NA,Republican,Scott Milne,458
Franklin,Highgate,NA,Governor,NA,Republican,Scott Milne,639
