county,town,precinct,office,district,party,candidate,votes
Rutland,Ira,Rutland Rutland 1-2,Attorney General,NA,Republican,Karen Kerin,8
Orleans,Irasburg,NA,Attorney General,NA,Republican,Karen Kerin,22
Grand Isle,Isle La Motte,NA,Attorney General,NA,Republican,Karen Kerin,4
Windham,Jamaica,NA,Attorney General,NA,Republican,Karen Kerin,16
Orleans,Jay,NA,Attorney General,NA,Republican,Karen Kerin,5
Chittenden,Jericho,NA,Attorney General,NA,Republican,Karen Kerin,48
Lamoille,Johnson,NA,Attorney General,NA,Republican,Karen Kerin,5
Rutland,Killington,NA,Attorney General,NA,Republican,Karen Kerin,9
Caledonia,Kirby,NA,Attorney General,NA,Republican,Karen Kerin,15
Addison,Leicester,NA,Attorney General,NA,Republican,Karen Kerin,27
Essex,Lemington,NA,Attorney General,NA,Republican,Karen Kerin,2
Addison,Lincoln,NA,Attorney General,NA,Republican,Karen Kerin,24
Windham,Londonderry,NA,Attorney General,NA,Republican,Karen Kerin,17
Orleans,Lowell,NA,Attorney General,NA,Republican,Karen Kerin,20
Windsor,Ludlow,NA,Attorney General,NA,Republican,Karen Kerin,28
Essex,Lunenburg,NA,Attorney General,NA,Republican,Karen Kerin,72
Caledonia,Lyndon,NA,Attorney General,NA,Republican,Karen Kerin,67
Essex,Maidstone,NA,Attorney General,NA,Republican,Karen Kerin,14
Bennington,Manchester,NA,Attorney General,NA,Republican,Karen Kerin,58
Windham,Marlboro,NA,Attorney General,NA,Republican,Karen Kerin,10
Washington,Marshfield,NA,Attorney General,NA,Republican,Karen Kerin,14
Rutland,Mendon,NA,Attorney General,NA,Republican,Karen Kerin,125
Addison,Middlebury,NA,Attorney General,NA,Republican,Karen Kerin,24
Washington,Middlesex,NA,Attorney General,NA,Republican,Karen Kerin,14
Rutland,Middletown Springs,NA,Attorney General,NA,Republican,Karen Kerin,10
Chittenden,Milton,Chittenden 9,Attorney General,NA,Republican,Karen Kerin,109
Chittenden,Milton,Grand Isle-Chittenden 1-1,Attorney General,NA,Republican,Karen Kerin,19
Addison,Monkton,NA,Attorney General,NA,Republican,Karen Kerin,16
Franklin,Montgomery,NA,Attorney General,NA,Republican,Karen Kerin,4
Washington,Montpelier,NA,Attorney General,NA,Republican,Karen Kerin,55
Washington,Moretown,NA,Attorney General,NA,Republican,Karen Kerin,22
Orleans,Morgan,NA,Attorney General,NA,Republican,Karen Kerin,11
Lamoille,Morristown,NA,Attorney General,NA,Republican,Karen Kerin,30
Rutland,Mount Holly,NA,Attorney General,NA,Republican,Karen Kerin,26
Rutland,Mount Tabor,NA,Attorney General,NA,Republican,Karen Kerin,2
Addison,New Haven,NA,Attorney General,NA,Republican,Karen Kerin,12
Caledonia,Newark,NA,Attorney General,NA,Republican,Karen Kerin,16
Orange,Newbury,Center Town House,Attorney General,NA,Republican,Karen Kerin,38
Orange,Newbury,Town Office,Attorney General,NA,Republican,Karen Kerin,16
Orange,Newbury,West River Village,Attorney General,NA,Republican,Karen Kerin,12
Windham,Newfane,NA,Attorney General,NA,Republican,Karen Kerin,12
Orleans,Newport City,NA,Attorney General,NA,Republican,Karen Kerin,101
Orleans,Newport Town,NA,Attorney General,NA,Republican,Karen Kerin,21
Grand Isle,N. Hero,NA,Attorney General,NA,Republican,Karen Kerin,11
Washington,Northfield,NA,Attorney General,NA,Republican,Karen Kerin,52
Essex,Norton,NA,Attorney General,NA,Republican,Karen Kerin,10
Windsor,Norwich,NA,Attorney General,NA,Republican,Karen Kerin,29
Orange,Orange,NA,Attorney General,NA,Republican,Karen Kerin,9
Addison,Orwell,NA,Attorney General,NA,Republican,Karen Kerin,20
Addison,Panton,NA,Attorney General,NA,Republican,Karen Kerin,7
Rutland,Pawlet,NA,Attorney General,NA,Republican,Karen Kerin,19
Caledonia,Peacham,NA,Attorney General,NA,Republican,Karen Kerin,17
Bennington,Peru,NA,Attorney General,NA,Republican,Karen Kerin,8
Rutland,Pittsfield,NA,Attorney General,NA,Republican,Karen Kerin,14
Rutland,Pittsford,NA,Attorney General,NA,Republican,Karen Kerin,22
Washington,Plainfield,NA,Attorney General,NA,Republican,Karen Kerin,6
Windsor,Plymouth,NA,Attorney General,NA,Republican,Karen Kerin,7
Windsor,Pomfret,NA,Attorney General,NA,Republican,Karen Kerin,9
Rutland,Poultney,NA,Attorney General,NA,Republican,Karen Kerin,36
Bennington,Pownal,NA,Attorney General,NA,Republican,Karen Kerin,22
Rutland,Proctor,NA,Attorney General,NA,Republican,Karen Kerin,9
Windham,Putney,NA,Attorney General,NA,Republican,Karen Kerin,18
Orange,Randolph,NA,Attorney General,NA,Republican,Karen Kerin,110
Windsor,Reading,NA,Attorney General,NA,Republican,Karen Kerin,12
Bennington,Readsboro,NA,Attorney General,NA,Republican,Karen Kerin,14
Franklin,Richford,NA,Attorney General,NA,Republican,Karen Kerin,20
Chittenden,Richmond,NA,Attorney General,NA,Republican,Karen Kerin,70
Addison,Ripton,NA,Attorney General,NA,Republican,Karen Kerin,3
Windsor,Rochester,NA,Attorney General,NA,Republican,Karen Kerin,15
Windham,Rockingham,NA,Attorney General,NA,Republican,Karen Kerin,29
Washington,Roxbury,NA,Attorney General,NA,Republican,Karen Kerin,5
Windsor,Royalton,NA,Attorney General,NA,Republican,Karen Kerin,24
Bennington,Rupert,NA,Attorney General,NA,Republican,Karen Kerin,12
Rutland,Rutland City,Rutland 5-1,Attorney General,NA,Republican,Karen Kerin,39
Rutland,Rutland City,Rutland 5-2,Attorney General,NA,Republican,Karen Kerin,53
Rutland,Rutland City,Rutland 5-3,Attorney General,NA,Republican,Karen Kerin,22
Rutland,Rutland City,Rutland 5-4,Attorney General,NA,Republican,Karen Kerin,41
Rutland,Rutland Town,NA,Attorney General,NA,Republican,Karen Kerin,406
Caledonia,Ryegate,NA,Attorney General,NA,Republican,Karen Kerin,24
Franklin,Salisbury,NA,Attorney General,NA,Republican,Karen Kerin,6
Franklin,Sandgate,NA,Attorney General,NA,Republican,Karen Kerin,9
Chittenden,Searsburg,NA,Attorney General,NA,Republican,Karen Kerin,3
Caledonia,Shaftsbury,NA,Attorney General,NA,Republican,Karen Kerin,37
Addison,Sharon,NA,Attorney General,NA,Republican,Karen Kerin,10
Bennington,Sheffield,NA,Attorney General,NA,Republican,Karen Kerin,5
Bennington,Shelburne,Chittenden 5-1,Attorney General,NA,Republican,Karen Kerin,63
Bennington,Shelburne,Chittenden 5-2,Attorney General,NA,Republican,Karen Kerin,32
Bennington,Sheldon,NA,Attorney General,NA,Republican,Karen Kerin,22
Windsor,Shoreham,NA,Attorney General,NA,Republican,Karen Kerin,22
Caledonia,Shrewsbury,NA,Attorney General,NA,Republican,Karen Kerin,41
Chittenden,S. Burlington,Chittenden 3-10,Attorney General,NA,Republican,Karen Kerin,32
Chittenden,S. Burlington,Chittenden 3-7,Attorney General,NA,Republican,Karen Kerin,45
Chittenden,S. Burlington,Chittenden 3-8,Attorney General,NA,Republican,Karen Kerin,44
Chittenden,S. Burlington,Chittenden 3-9,Attorney General,NA,Republican,Karen Kerin,40
Franklin,S. Hero,NA,Attorney General,NA,Republican,Karen Kerin,14
Addison,Springfield,Windsor 1-1,Attorney General,NA,Republican,Karen Kerin,3
Addison,Springfield,Windsor 1-2,Attorney General,NA,Republican,Karen Kerin,145
Rutland,St. Albans City,NA,Attorney General,NA,Republican,Karen Kerin,41
Chittenden,St. Albans Town,NA,Attorney General,NA,Republican,Karen Kerin,65
Grand Isle,St. George,NA,Attorney General,NA,Republican,Karen Kerin,7
Windsor,St. Johnsbury,NA,Attorney General,NA,Republican,Karen Kerin,184
Bennington,Stamford,NA,Attorney General,NA,Republican,Karen Kerin,5
Caledonia,Stannard,NA,Attorney General,NA,Republican,Karen Kerin,3
Addison,Starksboro,NA,Attorney General,NA,Republican,Karen Kerin,15
Windsor,Stockbridge,NA,Attorney General,NA,Republican,Karen Kerin,7
Lamoille,Stowe,NA,Attorney General,NA,Republican,Karen Kerin,17
Orange,Strafford,NA,Attorney General,NA,Republican,Karen Kerin,5
Windham,Stratton,NA,Attorney General,NA,Republican,Karen Kerin,5
Rutland,Sudbury,NA,Attorney General,NA,Republican,Karen Kerin,10
Bennington,Sunderland,NA,Attorney General,NA,Republican,Karen Kerin,8
Caledonia,Sutton,NA,Attorney General,NA,Republican,Karen Kerin,15
Franklin,Swanton,NA,Attorney General,NA,Republican,Karen Kerin,233
Orange,Thetford,NA,Attorney General,NA,Republican,Karen Kerin,21
Rutland,Tinmouth,NA,Attorney General,NA,Republican,Karen Kerin,39
Orange,Topsham,NA,Attorney General,NA,Republican,Karen Kerin,27
Windham,Townshend,NA,Attorney General,NA,Republican,Karen Kerin,10
Orleans,Troy,NA,Attorney General,NA,Republican,Karen Kerin,14
Orange,Tunbridge,NA,Attorney General,NA,Republican,Karen Kerin,17
Chittenden,Underhill,NA,Attorney General,NA,Republican,Karen Kerin,30
Addison,Vergennes,NA,Attorney General,NA,Republican,Karen Kerin,21
Windham,Vernon,NA,Attorney General,NA,Republican,Karen Kerin,52
Orange,Vershire,NA,Attorney General,NA,Republican,Karen Kerin,10
Essex,Victory,NA,Attorney General,NA,Republican,Karen Kerin,2
Washington,Waitsfield,NA,Attorney General,NA,Republican,Karen Kerin,37
Caledonia,Walden,NA,Attorney General,NA,Republican,Karen Kerin,10
Rutland,Wallingford,NA,Attorney General,NA,Republican,Karen Kerin,43
Addison,Waltham,NA,Attorney General,NA,Republican,Karen Kerin,3
Windham,Wardsboro,NA,Attorney General,NA,Republican,Karen Kerin,4
Washington,Warren,NA,Attorney General,NA,Republican,Karen Kerin,16
Orange,Washington,NA,Attorney General,NA,Republican,Karen Kerin,16
Washington,Waterbury,NA,Attorney General,NA,Republican,Karen Kerin,38
Caledonia,Waterford,NA,Attorney General,NA,Republican,Karen Kerin,28
Lamoille,Waterville,NA,Attorney General,NA,Republican,Karen Kerin,4
Windsor,Weathersfield,NA,Attorney General,NA,Republican,Karen Kerin,22
Rutland,Wells,NA,Attorney General,NA,Republican,Karen Kerin,18
Orange,W. Fairlee,NA,Attorney General,NA,Republican,Karen Kerin,8
Rutland,W. Haven,NA,Attorney General,NA,Republican,Karen Kerin,8
Rutland,W. Rutland,NA,Attorney General,NA,Republican,Karen Kerin,39
Windsor,W. Windsor,NA,Attorney General,NA,Republican,Karen Kerin,12
Orleans,Westfield,NA,Attorney General,NA,Republican,Karen Kerin,12
Chittenden,Westford,NA,Attorney General,NA,Republican,Karen Kerin,17
Windham,Westminster,Windham 4,Attorney General,NA,Republican,Karen Kerin,0
Windham,Westminster,Windham 5,Attorney General,NA,Republican,Karen Kerin,43
Orleans,Westmore,NA,Attorney General,NA,Republican,Karen Kerin,1
Windsor,Weston,NA,Attorney General,NA,Republican,Karen Kerin,15
Addison,Weybridge,NA,Attorney General,NA,Republican,Karen Kerin,9
Caledonia,Wheelock,NA,Attorney General,NA,Republican,Karen Kerin,12
Addison,Whiting,NA,Attorney General,NA,Republican,Karen Kerin,6
Windham,Whitingham,NA,Attorney General,NA,Republican,Karen Kerin,8
Orange,Williamstown,NA,Attorney General,NA,Republican,Karen Kerin,20
Chittenden,Williston,NA,Attorney General,NA,Republican,Karen Kerin,45
Windham,Wilmington,NA,Attorney General,NA,Republican,Karen Kerin,27
Windham,Windham,NA,Attorney General,NA,Republican,Karen Kerin,2
Windsor,Windsor,NA,Attorney General,NA,Republican,Karen Kerin,32
Bennington,Winhall,NA,Attorney General,NA,Republican,Karen Kerin,16
Chittenden,Winooski,NA,Attorney General,NA,Republican,Karen Kerin,15
Lamoille,Wolcott,NA,Attorney General,NA,Republican,Karen Kerin,10
Washington,Woodbury,NA,Attorney General,NA,Republican,Karen Kerin,25
Bennington,Woodford,NA,Attorney General,NA,Republican,Karen Kerin,7
Windsor,Woodstock,NA,Attorney General,NA,Republican,Karen Kerin,33
Washington,Worcester,NA,Attorney General,NA,Republican,Karen Kerin,11
Addison,Addison,NA,Attorney General,NA,Republican,Write-Ins,5
Orleans,Albany,NA,Attorney General,NA,Republican,Write-Ins,3
Grand Isle,Alburgh,NA,Attorney General,NA,Republican,Write-Ins,0
Windsor,Andover,NA,Attorney General,NA,Republican,Write-Ins,1
Bennington,Arlington,NA,Attorney General,NA,Republican,Write-Ins,1
Windham,Athens,NA,Attorney General,NA,Republican,Write-Ins,0
Franklin,Bakersfield,NA,Attorney General,NA,Republican,Write-Ins,5
Windsor,Baltimore,NA,Attorney General,NA,Republican,Write-Ins,2
Windsor,Barnard,NA,Attorney General,NA,Republican,Write-Ins,1
Caledonia,Barnet,NA,Attorney General,NA,Republican,Write-Ins,5
Washington,Barre City,Washington 3-1,Attorney General,NA,Republican,Write-Ins,2
Washington,Barre City,Washington 3-2,Attorney General,NA,Republican,Write-Ins,3
Washington,Barre City,Washington 3-3,Attorney General,NA,Republican,Write-Ins,0
Washington,Barre Town,NA,Attorney General,NA,Republican,Write-Ins,16
Orleans,Barton,NA,Attorney General,NA,Republican,Write-Ins,12
Lamoille,Belvidere,NA,Attorney General,NA,Republican,Write-Ins,0
Bennington,Bennington,Bennington 2-1,Attorney General,NA,Republican,Write-Ins,2
Bennington,Bennington,Bennington 2-2,Attorney General,NA,Republican,Write-Ins,1
Bennington,Bennington,Bennington 5,Attorney General,NA,Republican,Write-Ins,0
Rutland,Benson,NA,Attorney General,NA,Republican,Write-Ins,2
Franklin,Berkshire,NA,Attorney General,NA,Republican,Write-Ins,4
Washington,Berlin,NA,Attorney General,NA,Republican,Write-Ins,3
Windsor,Bethel,NA,Attorney General,NA,Republican,Write-Ins,6
Essex,Bloomfield,NA,Attorney General,NA,Republican,Write-Ins,2
Chittenden,Bolton,NA,Attorney General,NA,Republican,Write-Ins,1
Orange,Bradford,NA,Attorney General,NA,Republican,Write-Ins,8
Orange,Braintree,NA,Attorney General,NA,Republican,Write-Ins,2
Rutland,Brandon,NA,Attorney General,NA,Republican,Write-Ins,3
Windham,Brattleboro,Windham 3-1,Attorney General,NA,Republican,Write-Ins,3
Windham,Brattleboro,Windham 3-2,Attorney General,NA,Republican,Write-Ins,3
Windham,Brattleboro,Windham 3-3,Attorney General,NA,Republican,Write-Ins,0
Windsor,Bridgewater,NA,Attorney General,NA,Republican,Write-Ins,4
Addison,Bridport,NA,Attorney General,NA,Republican,Write-Ins,3
Essex,Brighton,NA,Attorney General,NA,Republican,Write-Ins,2
Addison,Bristol,NA,Attorney General,NA,Republican,Write-Ins,1
Orange,Brookfield,NA,Attorney General,NA,Republican,Write-Ins,1
Windham,Brookline,NA,Attorney General,NA,Republican,Write-Ins,0
Orleans,Brownington,NA,Attorney General,NA,Republican,Write-Ins,3
Essex,Brunswick,NA,Attorney General,NA,Republican,Write-Ins,4
Caledonia,Burke,NA,Attorney General,NA,Republican,Write-Ins,1
Chittenden,Burlington,Chittenden 3-1,Attorney General,NA,Republican,Write-Ins,3
Chittenden,Burlington,Chittenden 3-2,Attorney General,NA,Republican,Write-Ins,4
Chittenden,Burlington,Chittenden 3-3,Attorney General,NA,Republican,Write-Ins,0
Chittenden,Burlington,Chittenden 3-4,Attorney General,NA,Republican,Write-Ins,0
Chittenden,Burlington,Chittenden 3-5,Attorney General,NA,Republican,Write-Ins,8
Chittenden,Burlington,Chittenden 3-6,Attorney General,NA,Republican,Write-Ins,0
Washington,Cabot,NA,Attorney General,NA,Republican,Write-Ins,0
Washington,Calais,NA,Attorney General,NA,Republican,Write-Ins,2
Lamoille,Cambridge,NA,Attorney General,NA,Republican,Write-Ins,3
Essex,Canaan,NA,Attorney General,NA,Republican,Write-Ins,2
Rutland,Castleton,NA,Attorney General,NA,Republican,Write-Ins,0
Windsor,Cavendish,NA,Attorney General,NA,Republican,Write-Ins,5
Orleans,Charleston,NA,Attorney General,NA,Republican,Write-Ins,0
Chittenden,Charlotte,NA,Attorney General,NA,Republican,Write-Ins,2
Orange,Chelsea,NA,Attorney General,NA,Republican,Write-Ins,3
Windsor,Chester,NA,Attorney General,NA,Republican,Write-Ins,4
Rutland,Chittenden,NA,Attorney General,NA,Republican,Write-Ins,0
Rutland,Clarendon,NA,Attorney General,NA,Republican,Write-Ins,1
Chittenden,Colchester,Chittenden 7-1,Attorney General,NA,Republican,Write-Ins,0
Chittenden,Colchester,Chittenden 7-2,Attorney General,NA,Republican,Write-Ins,3
Essex,Concord,NA,Attorney General,NA,Republican,Write-Ins,2
Orange,Corinth,NA,Attorney General,NA,Republican,Write-Ins,0
Addison,Cornwall,NA,Attorney General,NA,Republican,Write-Ins,0
Orleans,Coventry,NA,Attorney General,NA,Republican,Write-Ins,5
Orleans,Craftsbury,NA,Attorney General,NA,Republican,Write-Ins,6
Rutland,Danby,NA,Attorney General,NA,Republican,Write-Ins,5
Caledonia,Danville,NA,Attorney General,NA,Republican,Write-Ins,7
Orleans,Derby,NA,Attorney General,NA,Republican,Write-Ins,16
Bennington,Dorset,NA,Attorney General,NA,Republican,Write-Ins,0
Windham,Dover,NA,Attorney General,NA,Republican,Write-Ins,0
Windham,Dummerston,NA,Attorney General,NA,Republican,Write-Ins,1
Washington,Duxbury,NA,Attorney General,NA,Republican,Write-Ins,1
Essex,E. Haven,NA,Attorney General,NA,Republican,Write-Ins,0
Washington,E. Montpelier,NA,Attorney General,NA,Republican,Write-Ins,2
Lamoille,Eden,NA,Attorney General,NA,Republican,Write-Ins,3
Lamoille,Elmore,NA,Attorney General,NA,Republican,Write-Ins,2
Franklin,Enosburgh,NA,Attorney General,NA,Republican,Write-Ins,28
Chittenden,Essex,Chittenden 6-1,Attorney General,NA,Republican,Write-Ins,1
Chittenden,Essex,Chittenden 6-2,Attorney General,NA,Republican,Write-Ins,3
Chittenden,Essex,Chittenden 6-3,Attorney General,NA,Republican,Write-Ins,0
Rutland,Fair Haven,NA,Attorney General,NA,Republican,Write-Ins,2
Franklin,Fairfax,NA,Attorney General,NA,Republican,Write-Ins,1
Franklin,Fairfield,NA,Attorney General,NA,Republican,Write-Ins,6
Orange,Fairlee,NA,Attorney General,NA,Republican,Write-Ins,2
Washington,Fayston,NA,Attorney General,NA,Republican,Write-Ins,0
Addison,Ferrisburgh,NA,Attorney General,NA,Republican,Write-Ins,0
Franklin,Fletcher,NA,Attorney General,NA,Republican,Write-Ins,0
Franklin,Franklin,NA,Attorney General,NA,Republican,Write-Ins,1
Franklin,Georgia,NA,Attorney General,NA,Republican,Write-Ins,6
Orleans,Glover,NA,Attorney General,NA,Republican,Write-Ins,10
Addison,Goshen,NA,Attorney General,NA,Republican,Write-Ins,0
Windham,Grafton,NA,Attorney General,NA,Republican,Write-Ins,0
Essex,Granby,NA,Attorney General,NA,Republican,Write-Ins,0
Grand Isle,Grand Isle,NA,Attorney General,NA,Republican,Write-Ins,7
Addison,Granville,NA,Attorney General,NA,Republican,Write-Ins,0
Orleans,Greensboro,NA,Attorney General,NA,Republican,Write-Ins,1
Caledonia,Groton,NA,Attorney General,NA,Republican,Write-Ins,1
Essex,Guildhall,NA,Attorney General,NA,Republican,Write-Ins,1
Windham,Guilford,NA,Attorney General,NA,Republican,Write-Ins,1
Windham,Halifax,NA,Attorney General,NA,Republican,Write-Ins,0
Addison,Hancock,NA,Attorney General,NA,Republican,Write-Ins,0
Caledonia,Hardwick,NA,Attorney General,NA,Republican,Write-Ins,1
